dgp,fit,leaf,nuisance_truth,design,estimand,parameter,kind,support,demandingness,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__strong_support__weakly_demanding,beta_abs,strong support,weakly demanding,0.32993929915827946,0.11735464587533147,0.11420758094149523,0.07095445601563888,0.17871909347251003,-0.21573171821678422,0.21573171821678422,0.04654017424476599,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__strong_support__weakly_undemanding,beta_abs,strong support,weakly undemanding,0.3969036303573165,0.11504662938153117,0.11114676373096391,0.06408550502763416,0.18529917797794165,-0.2857568666263526,0.2857568666263526,0.08165698682411106,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__moderately_demanding,beta_abs,weak support,moderately demanding,0.2332959659893026,0.09782202246055709,0.09491826247722641,0.05686235798967848,0.1532006189430541,-0.13837770351207618,0.13837770351207618,0.01914838882927606,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__moderately_undemanding,beta_abs,weak support,moderately undemanding,0.6298719913082595,0.11313610022672847,0.10994531792165758,0.06619503656907638,0.1774404036996515,-0.5199266733866019,0.5199266733866019,0.27032374569885825,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__neutral,beta_abs,weak support,neutral,0.43417415120952235,0.10716315558911203,0.1038424214922721,0.06154647885141955,0.1714598349822234,-0.3303317297172502,0.3303317297172502,0.10911905165799045,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__strongly_undemanding,beta_abs,weak support,strongly undemanding,0.869159106691928,0.11355806026534045,0.11022569793463666,0.06490859824223678,0.18004292387480875,-0.7589334087572913,0.7589334087572913,0.5759799189279619,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__weakly_undemanding,beta_abs,weak support,weakly undemanding,0.5258744494348768,0.11069314606392477,0.10803963486273023,0.06265308998795681,0.17618387172435715,-0.4178348145721466,0.4178348145721466,0.17458593226854013,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_undermining__neutral,beta_abs,weak undermining,neutral,0.4870543563304338,0.10650071958459852,0.10254742225448485,0.0618259664533344,0.16863709070948527,-0.38450693407594894,0.38450693407594894,0.14784558235248615,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__moderately_demanding,beta_pres,moderate support,moderately demanding,0.7999235885736562,0.85559504592575,0.8577915974626025,0.7755815712647443,0.9283299542565653,0.057868008888946276,0.057868008888946276,0.003348706452771165,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__moderately_undemanding,beta_pres,moderate support,moderately undemanding,0.8888837493824054,0.892344259015069,0.8952364484268112,0.8300125895089641,0.9374563264402452,0.0063526990444057185,0.0063526990444057185,4.035678514879333e-05,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__neutral,beta_pres,moderate support,neutral,0.800070964229312,0.8871575090162446,0.8905271663909442,0.8255952209549916,0.9341997340292942,0.0904562021616322,0.0904562021616322,0.008182324509506072,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__strongly_demanding,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.8915918422171988,0.894277151304371,0.8333785523845083,0.935574744048201,0.25582464261722815,0.25582464261722815,0.0654462477702325,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__weakly_demanding,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.8859277785163803,0.8886504003711444,0.8223332376364213,0.9342211338962488,0.13756411652152412,0.13756411652152412,0.018923886154347463,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__weakly_undemanding,beta_pres,moderate support,weakly undemanding,0.8586701611233953,0.8891317620777577,0.8919059364180819,0.8311036606332788,0.9336706630151308,0.033235775294686576,0.033235775294686576,0.0011046167594388986,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__moderately_demanding,beta_pres,strong support,moderately demanding,0.8652906577456392,0.8866704861546798,0.8893853339415008,0.8252239606587131,0.9323969833653343,0.024094676195861586,0.024094676195861586,0.000580553420983419,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__moderately_undemanding,beta_pres,strong support,moderately undemanding,0.9598425445419301,0.8988815555205514,0.9016182869846473,0.8397663720360229,0.9420636464118911,-0.05822425755728278,0.05822425755728278,0.0033900641680968007,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__neutral,beta_pres,strong support,neutral,0.8817754922006148,0.8899645276051902,0.8927694058738106,0.8300136989744907,0.9351577408732865,0.010993913673195799,0.010993913673195799,0.00012086613785368155,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__strongly_demanding,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8911845713736896,0.8946126229552291,0.82774297655835,0.9381454861806867,0.09667714899991386,0.09667714899991386,0.009346471138751547,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__weakly_demanding,beta_pres,strong support,weakly demanding,0.8581969292138683,0.8803891739519417,0.8841211705211438,0.8124669308963864,0.9316338997579349,0.025924241307275553,0.025924241307275553,0.0006720662873578521,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__weakly_undemanding,beta_pres,strong support,weakly undemanding,0.9205216626808573,0.9013616251769856,0.9042624687844883,0.8463329710685515,0.9417368581091798,-0.016259193896368984,0.016259193896368984,0.00026436138615972243,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__moderately_demanding,beta_pres,weak support,moderately demanding,0.560047800174686,0.8927210994213447,0.8961827692307269,0.8297893646287643,0.9386294770249435,0.3361349690560409,0.3361349690560409,0.11298671742230558,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__moderately_undemanding,beta_pres,weak support,moderately undemanding,0.8265237784608894,0.8815951745416173,0.8845607766815484,0.8164009531578087,0.93295179656497,0.058036998220659,0.058036998220659,0.0033682931624647756,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__neutral,beta_pres,weak support,neutral,0.6234429189806305,0.891273395360359,0.895410322648329,0.8270550354556617,0.9375232808178036,0.27196740366769845,0.27196740366769845,0.07396626865774883,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__strongly_undemanding,beta_pres,weak support,strongly undemanding,0.9250177775636342,0.8979130948501277,0.901456764781876,0.8392776467348069,0.9411984333316769,-0.02356101278175826,0.02356101278175826,0.0005551213233021762,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__weakly_undemanding,beta_pres,weak support,weakly undemanding,0.7055114197117434,0.885511168708792,0.8885744021697425,0.8212894710307113,0.933139470893041,0.18306298245799912,0.18306298245799912,0.033512055546417695,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_undermining__neutral,beta_pres,weak undermining,neutral,0.4570038041913731,0.8873160731796962,0.8899986616167752,0.8231540148331902,0.9366248250536925,0.4329948574254021,0.4329948574254021,0.1874845465568443,False
