dgp,fit,leaf,nuisance_truth,design,estimand,node_key,node_name,node_type,top_feature,depth,kind,support,demandingness,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,beta_pres,weak support,strongly undemanding,0.9250177775636342,0.8979130948501277,0.901456764781876,0.8392776467348069,0.9411984333316769,-0.02356101278175826,0.02356101278175826,0.0005551213233021762,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,beta_abs,weak support,strongly undemanding,0.869159106691928,0.11355806026534045,0.11022569793463666,0.06490859824223678,0.18004292387480875,-0.7589334087572913,0.7589334087572913,0.5759799189279619,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,beta_pres,strong support,weakly demanding,0.8581969292138683,0.8803891739519417,0.8841211705211438,0.8124669308963864,0.9316338997579349,0.025924241307275553,0.025924241307275553,0.0006720662873578521,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,beta_abs,strong support,weakly demanding,0.32993929915827946,0.11735464587533147,0.11420758094149523,0.07095445601563888,0.17871909347251003,-0.21573171821678422,0.21573171821678422,0.04654017424476599,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,indicator,Representationality,3,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.8859277785163803,0.8886504003711444,0.8223332376364213,0.9342211338962488,0.13756411652152412,0.13756411652152412,0.018923886154347463,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,indicator,Representationality,3,beta_abs,moderate support,weakly demanding,0.2863762716993723,0.11241708967997938,0.10987588446131921,0.0663784503331974,0.174086521681621,-0.17650038723805309,0.17650038723805309,0.031152386695182693,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,indicator,Representationality,3,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.8915918422171988,0.894277151304371,0.8333785523845083,0.935574744048201,0.25582464261722815,0.25582464261722815,0.0654462477702325,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,indicator,Representationality,3,beta_abs,moderate support,strongly demanding,0.12155430769091663,0.10257857481845058,0.09923511531390979,0.05912958259119804,0.16153220775689037,-0.022319192377006844,0.022319192377006844,0.0004981463483618404,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,indicator,Representationality,3,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8911845713736896,0.8946126229552291,0.82774297655835,0.9381454861806867,0.09667714899991386,0.09667714899991386,0.009346471138751547,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,indicator,Representationality,3,beta_abs,strong support,strongly demanding,0.10156225083779936,0.10435345705382193,0.10102223572344143,0.060785841159218645,0.16430352425696754,-0.0005400151143579307,0.0005400151143579307,2.91616323735009e-07,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,beta_pres,strong support,moderately demanding,0.8652906577456392,0.8866704861546798,0.8893853339415008,0.8252239606587131,0.9323969833653343,0.024094676195861586,0.024094676195861586,0.000580553420983419,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,beta_abs,strong support,moderately demanding,0.21587260411564355,0.12396604437279653,0.12073263571250414,0.07539922378455864,0.18962949672584717,-0.0951399684031394,0.0951399684031394,0.009051613587750364,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,Logical Inference,indicator,Representationality,3,beta_pres,strong support,moderately demanding,0.8652906577456392,0.8866704861546798,0.8893853339415008,0.8252239606587131,0.9323969833653343,0.024094676195861586,0.024094676195861586,0.000580553420983419,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,Logical Inference,indicator,Representationality,3,beta_abs,strong support,moderately demanding,0.21587260411564355,0.12396604437279653,0.12073263571250414,0.07539922378455864,0.18962949672584717,-0.0951399684031394,0.0951399684031394,0.009051613587750364,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8911845713736896,0.8946126229552291,0.82774297655835,0.9381454861806867,0.09667714899991386,0.09667714899991386,0.009346471138751547,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,beta_abs,strong support,strongly demanding,0.10156225083779936,0.10435345705382193,0.10102223572344143,0.060785841159218645,0.16430352425696754,-0.0005400151143579307,0.0005400151143579307,2.91616323735009e-07,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,Model Isomorphism,indicator,Representationality,3,beta_pres,strong support,weakly demanding,0.8581969292138683,0.8803891739519417,0.8841211705211438,0.8124669308963864,0.9316338997579349,0.025924241307275553,0.025924241307275553,0.0006720662873578521,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,Model Isomorphism,indicator,Representationality,3,beta_abs,strong support,weakly demanding,0.32993929915827946,0.11735464587533147,0.11420758094149523,0.07095445601563888,0.17871909347251003,-0.21573171821678422,0.21573171821678422,0.04654017424476599,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,Broad Predictive Training,indicator,Representationality,3,beta_pres,weak support,moderately undemanding,0.8265237784608894,0.8815951745416173,0.8845607766815484,0.8164009531578087,0.93295179656497,0.058036998220659,0.058036998220659,0.0033682931624647756,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,Broad Predictive Training,indicator,Representationality,3,beta_abs,weak support,moderately undemanding,0.6298719913082595,0.11313610022672847,0.10994531792165758,0.06619503656907638,0.1774404036996515,-0.5199266733866019,0.5199266733866019,0.27032374569885825,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.8859277785163803,0.8886504003711444,0.8223332376364213,0.9342211338962488,0.13756411652152412,0.13756411652152412,0.018923886154347463,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,beta_abs,moderate support,weakly demanding,0.2863762716993723,0.11241708967997938,0.10987588446131921,0.0663784503331974,0.174086521681621,-0.17650038723805309,0.17650038723805309,0.031152386695182693,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,Somatotopic Neural Maps,indicator,Representationality,3,beta_pres,moderate support,weakly undemanding,0.8586701611233953,0.8891317620777577,0.8919059364180819,0.8311036606332788,0.9336706630151308,0.033235775294686576,0.033235775294686576,0.0011046167594388986,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,Somatotopic Neural Maps,indicator,Representationality,3,beta_abs,moderate support,weakly undemanding,0.3912527556246291,0.14039204469272532,0.13718879768546224,0.08490796253984581,0.21250326187429186,-0.2540639579391668,0.2540639579391668,0.06454849472371472,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,Has Retinotopic Neural Maps,indicator,Representationality,3,beta_pres,strong support,weakly undemanding,0.9205216626808573,0.9013616251769856,0.9042624687844883,0.8463329710685515,0.9417368581091798,-0.016259193896368984,0.016259193896368984,0.00026436138615972243,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,Has Retinotopic Neural Maps,indicator,Representationality,3,beta_abs,strong support,weakly undemanding,0.3969036303573165,0.11504662938153117,0.11114676373096391,0.06408550502763416,0.18529917797794165,-0.2857568666263526,0.2857568666263526,0.08165698682411106,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,beta_pres,weak support,moderately undemanding,0.8265237784608894,0.8815951745416173,0.8845607766815484,0.8164009531578087,0.93295179656497,0.058036998220659,0.058036998220659,0.0033682931624647756,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,beta_abs,weak support,moderately undemanding,0.6298719913082595,0.11313610022672847,0.10994531792165758,0.06619503656907638,0.1774404036996515,-0.5199266733866019,0.5199266733866019,0.27032374569885825,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Hierarchical Organization > Concrete-Abstract Separation,Concrete-Abstract Separation,indicator,Hierarchical Organization,2,beta_pres,strong support,neutral,0.8817754922006148,0.8899645276051902,0.8927694058738106,0.8300136989744907,0.9351577408732865,0.010993913673195799,0.010993913673195799,0.00012086613785368155,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Hierarchical Organization > Concrete-Abstract Separation,Concrete-Abstract Separation,indicator,Hierarchical Organization,2,beta_abs,strong support,neutral,0.3996914320701517,0.12472286491746598,0.12082972831245647,0.07520208736909853,0.1911200615471737,-0.2788617037576952,0.2788617037576952,0.07776384982264456,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8911845713736896,0.8946126229552291,0.82774297655835,0.9381454861806867,0.09667714899991386,0.09667714899991386,0.009346471138751547,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,beta_abs,strong support,strongly demanding,0.10156225083779936,0.10435345705382193,0.10102223572344143,0.060785841159218645,0.16430352425696754,-0.0005400151143579307,0.0005400151143579307,2.91616323735009e-07,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,beta_pres,weak undermining,neutral,0.4570038041913731,0.8873160731796962,0.8899986616167752,0.8231540148331902,0.9366248250536925,0.4329948574254021,0.4329948574254021,0.1874845465568443,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,beta_abs,weak undermining,neutral,0.4870543563304338,0.10650071958459852,0.10254742225448485,0.0618259664533344,0.16863709070948527,-0.38450693407594894,0.38450693407594894,0.14784558235248615,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,Functional Subparts,indicator,Coherence,3,beta_pres,moderate support,neutral,0.800070964229312,0.8871575090162446,0.8905271663909442,0.8255952209549916,0.9341997340292942,0.0904562021616322,0.0904562021616322,0.008182324509506072,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,Functional Subparts,indicator,Coherence,3,beta_abs,moderate support,neutral,0.4019584778791272,0.13454023167946183,0.1303467492130191,0.07649644280468015,0.21271708329475664,-0.2716117286661081,0.2716117286661081,0.07377293114899153,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,Conflicting Subparts,indicator,Coherence,3,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.8915918422171988,0.894277151304371,0.8333785523845083,0.935574744048201,0.25582464261722815,0.25582464261722815,0.0654462477702325,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,Conflicting Subparts,indicator,Coherence,3,beta_abs,moderate support,strongly demanding,0.12155430769091663,0.10257857481845058,0.09923511531390979,0.05912958259119804,0.16153220775689037,-0.022319192377006844,0.022319192377006844,0.0004981463483618404,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,Information Transfer,indicator,Coherence,3,beta_pres,moderate support,moderately undemanding,0.8888837493824054,0.892344259015069,0.8952364484268112,0.8300125895089641,0.9374563264402452,0.0063526990444057185,0.0063526990444057185,4.035678514879333e-05,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,Information Transfer,indicator,Coherence,3,beta_abs,moderate support,moderately undemanding,0.6389513159466798,0.13839078908637495,0.1340473325789106,0.07710814116376913,0.21786002735321583,-0.5049039833677691,0.5049039833677691,0.25492803242064044,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Coherence > Autonomous Subparts > Learning Transfer,Learning Transfer,indicator,Coherence,3,beta_pres,moderate support,weakly undemanding,0.8586701611233953,0.8891317620777577,0.8919059364180819,0.8311036606332788,0.9336706630151308,0.033235775294686576,0.033235775294686576,0.0011046167594388986,True
