seed_idx,rung,rung_id,rung_description,fit_type,replicate_id,seed,sub_seed,system,system_raw,root_z_true,log_L0,log_L1,log_B,log_B_eff,rho_collapsed,rho,brier,log_score,brier_improvement_vs_prior,log_score_improvement_vs_prior,evidence_category,correct_sign,classified_present_at_0p5,brier_improvement,log_score_improvement,sweep_beta_pres,sweep_beta_abs,unique_observation_values,mean_leaf_loglik_z0,mean_leaf_loglik_z1
266,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,266,20260511,286261309,Chicken,Chicken,1,-35.28623907762383,-28.822591231478842,6.46364784614499,6.46364784614499,0.9922648097227669,0.9922648097227669,5.9833168625001916e-05,-0.007765262035770062,0.6943846112758195,1.783994207192285,strong_present,True,True,0.6943846112758195,1.783994207192285,0.9,0.1,"0,1",-14.109817481167994,-4.1723359264812565
266,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,266,20260511,286261309,LLMs,2024 Leading Chat LLMs,0,-19.634286547233696,-27.917066990743585,-8.282780443509889,-8.282780443509889,5.056408980269258e-05,5.056408980269258e-05,2.5567271775747594e-09,-5.056536820937586e-05,0.0277777752210506,0.18227099142574524,strong_absent,True,False,0.0277777752210506,0.18227099142574524,0.9,0.1,"0,1",-1.0438695111169132,-17.238283896532337
267,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,267,20260511,287261312,Chicken,Chicken,0,-34.09419096021459,-38.23526791070993,-4.141076950495339,-4.141076950495339,0.0031710549447188405,0.0031710549447188405,1.0055589462425809e-05,-0.0031760933937353,0.02776772218831535,0.1791454634002193,strong_absent,True,False,0.02776772218831535,0.1791454634002193,0.9,0.1,"0,1",-5.644555416064476,-12.637597991584771
267,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,267,20260511,287261312,LLMs,2024 Leading Chat LLMs,1,-38.14415966716526,-32.53847067826969,5.605688988895572,5.605688988895572,0.9819474541093224,0.9819474541093224,0.00032589441313502133,-0.018217481112974842,0.6941185500313095,1.77354198811508,strong_present,True,True,0.6941185500313095,1.77354198811508,0.9,0.1,"0,1",-13.373707736376382,-4.908445671272867
268,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,268,20260511,288261315,Chicken,Chicken,1,-27.922473223299995,-20.85246651931293,7.070006703987065,7.070006703987065,0.9957668586179805,0.9957668586179805,1.7919485960165686e-05,-0.004242126490788554,0.6944265249584843,1.7875173427372664,strong_present,True,True,0.6944265249584843,1.7875173427372664,0.9,0.1,"0,1",-15.213982098355409,-3.0681713092938416
268,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,268,20260511,288261315,LLMs,2024 Leading Chat LLMs,0,-24.832901675250305,-24.83290087920645,7.960438566101402e-07,7.960438566101402e-07,0.16666677722834275,0.16666677722834275,0.02777781463168203,-0.18232168946797472,-3.685390425473001e-08,-1.3267402010352924e-07,ambiguous,False,False,-3.685390425473001e-08,-1.3267402010352924e-07,0.9,0.1,"0,1",-9.325104140022528,-8.957049267626722
269,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,269,20260511,289261318,Chicken,Chicken,0,-24.306312464389755,-26.377007575268404,-2.070695110878649,-2.070695110878649,0.02459923642435573,0.02459923642435573,0.0006051224326613497,-0.024906852873146697,0.027172655345116425,0.15741470392080792,moderate_absent,True,False,0.027172655345116425,0.15741470392080792,0.9,0.1,"0,1",-7.116774905647697,-11.165378502001552
269,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,269,20260511,289261318,LLMs,2024 Leading Chat LLMs,1,-22.054852079322824,-22.054879963517703,-2.788419487842475e-05,-2.788419487842475e-05,0.16666279389781902,0.16666279389781902,0.6944508990741889,-1.7917827061111151,-6.4546297443568434e-06,-2.3236883060162583e-05,ambiguous,False,False,-6.4546297443568434e-06,-2.3236883060162583e-05,0.9,0.1,"0,1",-8.957049267626722,-9.325104140022528
270,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,270,20260511,290261321,Chicken,Chicken,1,-39.70417705136762,-34.95700136497756,4.747175686390065,4.747175686390065,0.9584228277873086,0.9584228277873086,0.0017286612492037991,-0.04246623326176033,0.6927157831952407,1.7492932359662947,strong_present,True,True,0.6927157831952407,1.7492932359662947,0.9,0.1,"0,1",-13.557735172574287,-4.724418235074963
270,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,270,20260511,290261321,LLMs,2024 Leading Chat LLMs,0,-29.675113643810448,-33.21016681199847,-3.5350531681880213,-3.5350531681880213,0.005797632786945003,0.005797632786945003,3.361254593225968e-05,-0.005814504301411124,0.027744165231845516,0.1765070524925435,strong_absent,True,False,0.027744165231845516,0.1765070524925435,0.9,0.1,"0,1",-6.196637724658184,-12.085515682991065
271,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,271,20260511,291261324,Chicken,Chicken,0,-12.882288944519576,-20.558712918163618,-7.676423973644042,-7.676423973644042,9.271738080596936e-05,9.271738080596936e-05,8.596512703519135e-09,-9.272167932802165e-05,0.027777769181265073,0.1822288351146266,strong_absent,True,False,0.027777769181265073,0.1822288351146266,0.9,0.1,"0,1",-1.5959518197106208,-16.68620158793863
271,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,271,20260511,291261324,LLMs,2024 Leading Chat LLMs,1,-30.780364976943314,-24.56827964431207,6.2120853326312435,6.2120853326312435,0.990074248725897,0.990074248725897,9.852053835535735e-05,-0.009975339952737037,0.6943459239060892,1.7817841292753178,strong_present,True,True,0.6943459239060892,1.7817841292753178,0.9,0.1,"0,1",-15.213982098355407,-3.0681713092938407
272,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,272,20260511,292261327,Chicken,Chicken,1,-35.28089361756891,-27.604478908034643,7.676414709534264,7.676414709534264,0.9976871905590241,0.9976871905590241,5.349087510267226e-06,-0.0023154881157041703,0.6944390953569343,1.7894439811123508,strong_present,True,True,0.6944390953569343,1.7894439811123508,0.9,0.1,"0,1",-15.766064406949116,-2.5160890007001337
272,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,272,20260511,292261327,LLMs,2024 Leading Chat LLMs,0,-18.679409621907514,-24.891490383596032,-6.212080761688519,-6.212080761688519,0.0004008514669226174,0.0004008514669226174,1.6068189853401423e-07,-0.0004009318293481994,0.027777617095879243,0.18192062496460643,strong_absent,True,False,0.027777617095879243,0.18192062496460643,0.9,0.1,"0,1",-3.068171309293841,-15.213982098355409
273,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,273,20260511,293261330,Chicken,Chicken,0,-29.05643956893747,-33.79397625181692,-4.737536682879451,-4.737536682879451,0.0017489754807800643,0.0017489754807800643,3.0589152323698568e-06,-0.0017505067240613473,0.027774718862545407,0.18057105006989327,strong_absent,True,False,0.027774718862545407,0.18057105006989327,0.9,0.1,"0,1",-4.724418235074964,-13.557735172574285
273,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,273,20260511,293261330,LLMs,2024 Leading Chat LLMs,1,-22.909527063242543,-22.293153714191053,0.6163733490514893,0.6163733490514893,0.2703071941368197,0.2703071941368197,0.5324515909284809,-1.3081962106753768,0.1619928535159636,0.4835632585526781,ambiguous,True,False,0.1619928535159636,0.4835632585526781,0.9,0.1,"0,1",-10.797323629605748,-7.484829778043503
274,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,274,20260511,294261333,Chicken,Chicken,1,-29.321472687402196,-27.25072260347893,2.070750083923265,2.070750083923265,0.6133254134903903,0.6133254134903903,0.14951723585237767,-0.48885962991799337,0.5449272085920669,1.3028998393100615,moderate_present,True,True,0.5449272085920669,1.3028998393100615,0.9,0.1,"0,1",-11.349405938199455,-6.932747469449795
274,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,274,20260511,294261333,LLMs,2024 Leading Chat LLMs,0,-28.651076586772092,-32.792470583423565,-4.141393996651473,-4.141393996651473,0.0031700529198687654,0.0031700529198687654,1.0049235514768484e-05,-0.003175088181806592,0.027767728542263007,0.17914646861214803,strong_absent,True,False,0.027767728542263007,0.17914646861214803,0.9,0.1,"0,1",-5.276500543668671,-13.005652863980577
275,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,275,20260511,295261336,Chicken,Chicken,0,-33.66958756484009,-37.19099167544469,-3.5214041106045997,-3.5214041106045997,0.005876839280681909,0.005876839280681909,3.453723993096586e-05,-0.005894175856864289,0.02774324053784681,0.17642738093709032,strong_absent,True,False,0.02774324053784681,0.17642738093709032,0.9,0.1,"0,1",-6.196637724658184,-12.085515682991065
275,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,275,20260511,295261336,LLMs,2024 Leading Chat LLMs,1,-23.422015998366398,-17.816288727635364,5.605727270731034,5.605727270731034,0.9819481327055575,0.9819481327055575,0.0003258699128161637,-0.018216790041372413,0.6941185745316284,1.7735426791866826,strong_present,True,True,0.6941185745316284,1.7735426791866826,0.9,0.1,"0,1",-14.293844917365895,-3.988308490283354
276,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,276,20260511,296261339,Chicken,Chicken,1,-29.390410546377836,-21.715230664649717,7.67517988172812,7.67517988172812,0.9976843394910337,0.9976843394910337,5.362283592785856e-06,-0.00231834579704063,0.6944390821608517,1.7894411234310144,strong_present,True,True,0.6944390821608517,1.7894411234310144,0.9,0.1,"0,1",-16.134119279344922,-2.1480341283043285
276,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,276,20260511,296261339,LLMs,2024 Leading Chat LLMs,0,-26.741297137798394,-33.81138774976099,-7.070090611962595,-7.070090611962595,0.00017000230857431613,0.00017000230857431613,2.8900784920596997e-08,-0.00017001676060471866,0.027777748876992855,0.1821515400333499,strong_absent,True,False,0.027777748876992855,0.1821515400333499,0.9,0.1,"0,1",-3.068171309293841,-15.213982098355409
277,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,277,20260511,297261342,Chicken,Chicken,0,-27.8796961205693,-32.87899047622978,-4.999294355660481,-4.999294355660481,0.0013467245414390606,0.0013467245414390606,1.8136669905142479e-06,-0.0013476321899275005,0.02777596411078726,0.18097392460402711,strong_absent,True,False,0.02777596411078726,0.18097392460402711,0.9,0.1,"0,1",-5.4605279798665745,-12.821625427782674
277,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,277,20260511,297261342,LLMs,2024 Leading Chat LLMs,1,-24.376891468200082,-20.84186090028006,3.535030567920021,3.535030567920021,0.8727607904974758,0.8727607904974758,0.016189816434827246,-0.13609376928370534,0.6782546280096173,1.6556656999443495,moderate_present,True,True,0.6782546280096173,1.6556656999443495,0.9,0.1,"0,1",-11.901488246793164,-6.380665160856086
278,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,278,20260511,298261345,Chicken,Chicken,1,-32.25469239742266,-26.649258501500825,5.605433895921834,5.605433895921834,0.9819429316091046,0.9819429316091046,0.0003260577188734731,-0.018222086767394924,0.694118386725571,1.77353738246066,strong_present,True,True,0.694118386725571,1.77353738246066,0.9,0.1,"0,1",-13.741762608772188,-4.540390798877062
278,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,278,20260511,298261345,LLMs,2024 Leading Chat LLMs,0,-24.6600409629482,-32.336459110625924,-7.6764181476777225,-7.6764181476777225,9.271792092579721e-05,9.271792092579721e-05,8.596612860802384e-09,-9.272221949793278e-05,0.027777769181164917,0.18222883457445668,strong_absent,True,False,0.027777769181164917,0.18222883457445668,0.9,0.1,"0,1",-2.3320615645022307,-15.950091843147018
279,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,279,20260511,299261348,Chicken,Chicken,0,-24.21458704237675,-24.820922586966667,-0.6063355445899177,-0.6063355445899177,0.0983429429592164,0.0983429429592164,0.009671334429879691,-0.10352103405220607,0.018106443347898085,0.07880052274174855,ambiguous,True,False,0.018106443347898085,0.07880052274174855,0.9,0.1,"0,1",-8.220939522835112,-10.061213884814137
279,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,279,20260511,299261348,LLMs,2024 Leading Chat LLMs,1,-36.59348268225078,-33.664831102156974,2.928651580093806,2.928651580093806,0.7890508515634169,0.7890508515634169,0.04449954322611956,-0.23692450956239824,0.6499449012183249,1.5548349596656568,moderate_present,True,True,0.6499449012183249,1.5548349596656568,0.9,0.1,"0,1",-11.349405938199455,-6.932747469449794
280,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,280,20260511,300261351,Chicken,Chicken,1,-27.84140288787399,-22.842042483806473,4.999360404067517,4.999360404067517,0.9673880995196205,0.9673880995196205,0.0010635360529421794,-0.033155520178510665,0.6933809083915023,1.7586039490495442,strong_present,True,True,0.6933809083915023,1.7586039490495442,0.9,0.1,"0,1",-13.005652863980579,-5.276500543668671
280,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,280,20260511,300261351,LLMs,2024 Leading Chat LLMs,0,-21.623848305910883,-27.835932842551614,-6.212084536640731,-6.212084536640731,0.00040084995433690475,0.00040084995433690475,1.6068068589189862e-07,-0.00040093031615592254,0.027777617097091884,0.1819206264777987,strong_absent,True,False,0.027777617097091884,0.1819206264777987,0.9,0.1,"0,1",-3.252198745491744,-15.029954662157506
281,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,281,20260511,301261354,Chicken,Chicken,0,-35.563409449272854,-39.098700704915174,-3.5352912556423206,-3.5352912556423206,0.005796260607501048,0.005796260607501048,3.359663703006841e-05,-0.00581312412113568,0.02774418114074771,0.17650843267281893,strong_absent,True,False,0.02774418114074771,0.17650843267281893,0.9,0.1,"0,1",-5.460527979866574,-12.821625427782674
281,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,281,20260511,301261354,LLMs,2024 Leading Chat LLMs,1,-38.22467453458347,-30.548513076091123,7.6761614584923485,7.6761614584923485,0.9976866061186258,0.9976866061186258,5.3517912503795525e-06,-0.0023160739111067886,0.6944390926531941,1.7894433953169482,strong_present,True,True,0.6944390926531941,1.7894433953169482,0.9,0.1,"0,1",-15.950091843147018,-2.332061564502231
282,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,282,20260511,302261357,Chicken,Chicken,1,-28.378539538836108,-24.843467286415773,3.535072252420335,3.535072252420335,0.8727654194640088,0.8727654194640088,0.01618863848416964,-0.13608846547731554,0.6782558059602749,1.6556710037507394,moderate_present,True,True,0.6782558059602749,1.6556710037507394,0.9,0.1,"0,1",-12.269543119188969,-6.012610288460282
282,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,282,20260511,302261357,LLMs,2024 Leading Chat LLMs,0,-26.741342568204338,-33.81134768021039,-7.070005112006051,-7.070005112006051,0.00017001684191437567,0.00017001684191437567,2.8905726534537806e-08,-0.0001700312964160053,0.02777774887205124,0.1821515254975386,strong_absent,True,False,0.02777774887205124,0.1821515254975386,0.9,0.1,"0,1",-3.4362261816896464,-14.845927225959603
283,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,283,20260511,303261360,Chicken,Chicken,0,-36.43441967513998,-44.10053608886554,-7.666116413725561,-7.666116413725561,9.367792315652719e-05,9.367792315652719e-05,8.775553286920213e-09,-9.368231120721511e-05,0.02777776900222449,0.1822278744827474,strong_absent,True,False,0.02777776900222449,0.1822278744827474,0.9,0.1,"0,1",-3.0681713092938416,-15.213982098355407
283,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,283,20260511,303261360,LLMs,2024 Leading Chat LLMs,1,-25.851817385990973,-22.923116995776294,2.9287003902146793,2.9287003902146793,0.7890589758741423,0.7890589758741423,0.04449611565926568,-0.23691421330724005,0.6499483287851788,1.554845255920815,moderate_present,True,True,0.6499483287851788,1.554845255920815,0.9,0.1,"0,1",-11.165378502001552,-7.116774905647698
284,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,284,20260511,304261363,Chicken,Chicken,1,-23.50859644879103,-17.044861510645738,6.4637349381452935,6.4637349381452935,0.9922654781563127,0.9922654781563127,5.98228281504757e-05,-0.007764588391684174,0.6943846216162941,1.7839948808363708,strong_present,True,True,0.6943846216162941,1.7839948808363708,0.9,0.1,"0,1",-14.845927225959604,-3.436226181689646
284,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,284,20260511,304261363,LLMs,2024 Leading Chat LLMs,0,-27.250779381888723,-29.32150237774712,-2.0707229958583966,-2.0707229958583966,0.024598567357842566,0.024598567357842566,0.0006050895160583178,-0.024906166933265694,0.02717268826171946,0.15741538986068893,moderate_absent,True,False,0.02717268826171946,0.15741538986068893,0.9,0.1,"0,1",-6.932747469449794,-11.349405938199455
285,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,285,20260511,305261366,Chicken,Chicken,0,-39.381819637845375,-47.057948978162244,-7.676129340316869,-7.676129340316869,9.274469992716164e-05,9.274469992716164e-05,8.601579364579257e-09,-9.27490009827794e-05,0.02777776917619841,0.18222880779297185,strong_absent,True,False,0.02777776917619841,0.18222880779297185,0.9,0.1,"0,1",-2.884143873095938,-15.39800953455331
285,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,285,20260511,305261366,LLMs,2024 Leading Chat LLMs,1,-21.09585568142712,-14.883768756810165,6.2120869246169566,6.2120869246169566,0.9900742643706956,0.9900742643706956,9.852022778284346e-05,-0.009975324151095429,0.6943459242166616,1.7817841450769596,strong_present,True,True,0.6943459242166616,1.7817841450769596,0.9,0.1,"0,1",-15.582036970751213,-2.700116436898036
286,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,286,20260511,306261369,Chicken,Chicken,1,-23.432636698613443,-21.36193622080156,2.070700477811883,2.070700477811883,0.613313648970305,0.613313648970305,0.14952633407266047,-0.48887881163239594,0.5449181103717841,1.302880657595659,moderate_present,True,True,0.5449181103717841,1.302880657595659,0.9,0.1,"0,1",-11.349405938199455,-6.932747469449794
286,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,286,20260511,306261369,LLMs,2024 Leading Chat LLMs,0,-31.767036608801483,-38.230708105132635,-6.463671496331152,-6.463671496331152,0.0003117150239306974,0.0003117150239306974,9.716625614411524e-08,-0.00031176361715719097,0.02777768061152163,0.18200979317679744,strong_absent,True,False,0.02777768061152163,0.18200979317679744,0.9,0.1,"0,1",-4.356363362679159,-13.92579004497009
287,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,287,20260511,307261372,Chicken,Chicken,0,-31.66471565426284,-33.12903634858604,-1.4643206943232023,-1.4643206943232023,0.04420275835973531,0.04420275835973531,0.00195388384660915,-0.045209478759522526,0.025823893931168625,0.1371120780344321,moderate_absent,True,False,0.025823893931168625,0.1371120780344321,0.9,0.1,"0,1",-7.668857214241404,-10.613296193407844
287,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,287,20260511,307261372,LLMs,2024 Leading Chat LLMs,1,-33.7241721495339,-27.512374028836764,6.211798120697136,6.211798120697136,0.9900714258306328,0.9900714258306328,9.857658503662579e-05,-0.009978191152323495,0.6943458678594079,1.7817812780757314,strong_present,True,True,0.6943458678594079,1.7817812780757314,0.9,0.1,"0,1",-15.029954662157506,-3.252198745491744
288,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,288,20260511,308261375,Chicken,Chicken,1,-24.896936685773014,-19.89754416358805,4.999392522184962,4.999392522184962,0.9673891127784837,0.9673891127784837,0.001063469965374454,-0.03315447276193286,0.6933809744790701,1.7586049964661221,strong_present,True,True,0.6933809744790701,1.7586049964661221,0.9,0.1,"0,1",-13.557735172574287,-4.724418235074964
288,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,288,20260511,308261375,LLMs,2024 Leading Chat LLMs,0,-20.852473872650567,-27.922505023599175,-7.0700311509486085,-7.0700311509486085,0.00017001241566587784,0.00017001241566587784,2.8904221480547225e-08,-0.00017002686941485252,0.027777748873556295,0.18215152992453976,strong_absent,True,False,0.027777748873556295,0.18215152992453976,0.9,0.1,"0,1",-3.0681713092938416,-15.213982098355409
289,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,289,20260511,309261378,Chicken,Chicken,0,-20.76066629762643,-26.366418810750268,-5.605752513123839,-5.605752513123839,0.0007347902409903359,0.0007347902409903359,5.399166982546359e-07,-0.0007350603316542239,0.02777723786107952,0.1815864964623004,strong_absent,True,False,0.02777723786107952,0.1815864964623004,0.9,0.1,"0,1",-3.8042810540854513,-14.477872353563798
289,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,289,20260511,309261378,LLMs,2024 Leading Chat LLMs,1,-35.28089906029964,-27.604479066733603,7.676419993566036,7.676419993566036,0.9976872027516859,0.9976872027516859,5.349031111809386e-06,-0.0023154758947778018,0.6944390954133327,1.789443993333277,strong_present,True,True,0.6944390954133327,1.789443993333277,0.9,0.1,"0,1",-15.766064406949116,-2.5160890007001333
290,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,290,20260511,310261381,Chicken,Chicken,1,-19.013241720944556,-16.336187752223843,2.6770539687207133,2.6770539687207133,0.744143291356183,0.744143291356183,0.06546265535804709,-0.29552166678440817,0.6289817890863975,1.496237802443647,moderate_present,True,True,0.6289817890863975,1.496237802443647,0.9,0.1,"0,1",-12.269543119188969,-6.012610288460282
290,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,290,20260511,310261381,LLMs,2024 Leading Chat LLMs,0,-19.115617713287616,-21.437929515567653,-2.322311802280037,-2.322311802280037,0.01923220116858009,0.01923220116858009,0.00036987756178873344,-0.019419545873190246,0.02740790021598904,0.16290201092076437,moderate_absent,True,False,0.02740790021598904,0.16290201092076437,0.9,0.1,"0,1",-8.220939522835113,-10.061213884814137
291,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,291,20260511,311261384,Chicken,Chicken,0,-25.79833149342178,-31.404058764206155,-5.605727270784374,-5.605727270784374,0.0007348087754198554,0.0007348087754198554,5.399439364340275e-07,-0.0007350788797128477,0.027777237833841343,0.18158647791424176,strong_absent,True,False,0.027777237833841343,0.18158647791424176,0.9,0.1,"0,1",-3.9883084902833534,-14.293844917365895
291,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,291,20260511,311261384,LLMs,2024 Leading Chat LLMs,1,-35.2743113589415,-28.800656235093022,6.473655123848481,6.473655123848481,0.9923412419919766,0.9923412419919766,5.8656574225462605e-05,-0.0076882369060910765,0.6943857878702191,1.7840712323219639,strong_present,True,True,0.6943857878702191,1.7840712323219639,0.9,0.1,"0,1",-14.845927225959603,-3.436226181689646
292,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,292,20260511,312261387,Chicken,Chicken,1,-36.66860951437937,-30.456806026416267,6.2118034879631026,6.2118034879631026,0.9900714785907055,0.9900714785907055,9.857553737481836e-05,-0.009978137863166802,0.6943458689070697,1.7817813313648883,strong_present,True,True,0.6943458689070697,1.7817813313648883,0.9,0.1,"0,1",-15.213982098355409,-3.0681713092938407
292,L2_sweep,L2_sweep__0p90_0p10,toy depth-3 lower-edge gap sweep with root-to-top edges fixed at 0.90/0.10,no_fit_exact_dp,292,20260511,312261387,LLMs,2024 Leading Chat LLMs,0,-30.45623645016595,-36.66609395234116,-6.209857502175208,-6.209857502175208,0.00040174329674473965,0.00040174329674473965,1.6139767647933194e-07,-0.0004018240172029719,0.027777616380101296,0.18191973277675164,strong_absent,True,False,0.027777616380101296,0.18191973277675164,0.9,0.1,"0,1",-3.8042810540854517,-14.477872353563797
