rung,rung_description,beta_profile,replicate_id,replicate_seed,system,system_raw,root_z_true,log_L0,log_L1,log_B_eff,rho,evidence_category,correct_sign,decisive_for_true_root,log_score_improvement,brier_improvement,n_top_children,n_top_present,log_B_top_latent,log_B_top_min,log_B_top_max,top_latent_category,n_observed_leaves,n_observed_ratings,n_raters
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,241,20260752,Chicken,Chicken,0,-64.75532528281416,-74.9486015638455,-10.193276281031345,7.48416069741198e-06,strong_absent,True,True,0.18231407260525073,0.027777777721765116,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,241,20260752,LLMs,2024 Leading Chat LLMs,1,-77.11171558292591,-62.5604879337261,14.55122764919981,0.9999976041970746,strong_present,True,True,1.7917570734222596,0.6944444444387047,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,242,20260753,Chicken,Chicken,1,-100.2695629448544,-86.51080961513918,13.75875332971522,0.9999947080338557,strong_present,True,True,1.7917541772479082,0.6944444444164396,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,242,20260753,LLMs,2024 Leading Chat LLMs,0,-87.38502322053328,-101.65241473364672,-14.267391513113438,1.272859695825965e-07,strong_absent,True,True,0.18232142950797695,0.027777777777761574,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,243,20260754,Chicken,Chicken,0,-102.54487149540927,-105.714302155126,-3.1694306597167383,0.00833544023588755,strong_absent,True,True,0.17395118251356334,0.027708298213851724,7,3,-2.1972245773362196,-15.380572041353538,15.380572041353538,moderate_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,243,20260754,LLMs,2024 Leading Chat LLMs,1,-106.2487459638678,-92.48365063557576,13.765095328292048,0.9999947414891222,strong_present,True,True,1.791754210703351,0.6944444444167925,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,244,20260755,Chicken,Chicken,1,-95.33592718972736,-88.46706412419714,6.8688630655302205,0.9948285904154034,strong_present,True,True,1.786574641624875,0.6944177009673529,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,244,20260755,LLMs,2024 Leading Chat LLMs,0,-87.22944285088593,-96.06389395331882,-8.834451102432894,2.912486911016078e-05,strong_absent,True,True,0.18229243150070723,0.027777776929519774,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,245,20260756,Chicken,Chicken,0,-83.65021212533725,-90.29936071263413,-6.649148587296878,0.00025895778778982695,strong_absent,True,True,0.18206256547080724,0.02777771071864192,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,245,20260756,LLMs,2024 Leading Chat LLMs,1,-86.5479982888028,-81.62957740514975,4.918420883653056,0.9647356970795838,strong_present,True,True,1.755858365033751,0.6932008733839816,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,246,20260757,Chicken,Chicken,1,-110.62230276959554,-98.14884624845592,12.47345652113961,0.999980865886005,strong_present,True,True,1.7917403349310004,0.6944444440783302,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,246,20260757,LLMs,2024 Leading Chat LLMs,0,-92.28214644021024,-103.52596566012168,-11.243819219911444,2.617581521399396e-06,strong_absent,True,True,0.18231893920900735,0.027777777770926042,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,247,20260758,Chicken,Chicken,0,-88.1466364848861,-99.43297201266063,-11.286335527774526,2.5086245355312766e-06,strong_absent,True,True,0.18231904816627248,0.027777777771484578,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,247,20260758,LLMs,2024 Leading Chat LLMs,1,-98.95914717581985,-90.86349358103571,8.095653594784139,0.9984780134069324,strong_present,True,True,1.790236323236851,0.694442128001255,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,248,20260759,Chicken,Chicken,1,-102.82991617306098,-88.96654293883,13.863373234230977,0.999995233699298,strong_present,True,True,1.7917547029159941,0.6944444444217269,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,248,20260759,LLMs,2024 Leading Chat LLMs,0,-90.40958958156335,-101.54837340462205,-11.138783823058702,2.9074776401866965e-06,strong_absent,True,True,0.18231864931208772,0.02777777776932435,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,249,20260760,Chicken,Chicken,0,-91.91965972898197,-105.54547241503657,-13.625812686054601,2.417768024581663e-07,strong_absent,True,True,0.18232131501712293,0.02777777777771932,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,249,20260760,LLMs,2024 Leading Chat LLMs,1,-106.99618950924183,-92.57387478120452,14.422314728037307,0.9999972745569095,strong_present,True,True,1.7917567437812505,0.6944444444370165,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,250,20260761,Chicken,Chicken,1,-96.21344028224792,-81.66410451343525,14.549335768812668,0.9999975996602226,strong_present,True,True,1.7917570688853968,0.6944444444386829,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,250,20260761,LLMs,2024 Leading Chat LLMs,0,-81.54830681086702,-95.90648581252273,-14.358179001655714,1.162390453661255e-07,strong_absent,True,True,0.1823214405549025,0.027777777777764266,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,251,20260762,Chicken,Chicken,0,-78.81860239674333,-85.84410654922829,-7.025504152484956,0.00017775224967376375,strong_absent,True,True,0.1821437887444774,0.027777746181915513,7,2,-6.591673732008658,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,251,20260762,LLMs,2024 Leading Chat LLMs,1,-94.56591589649196,-83.44600915251947,11.119906743972493,0.9999259331801392,strong_present,True,True,1.7916853996651119,0.6944444389585507,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,252,20260763,Chicken,Chicken,1,-96.21913419074997,-82.30935560530718,13.909778585442794,0.9999954498266336,strong_present,True,True,1.7917549190443365,0.6944444444237404,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,252,20260763,LLMs,2024 Leading Chat LLMs,0,-87.64422697872317,-98.02841885249286,-10.384191873769694,6.183438994523087e-06,strong_absent,True,True,0.18231537333584255,0.027777777739542858,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,253,20260764,Chicken,Chicken,0,-78.62422596632165,-89.00512795793237,-10.380901991610727,6.2038151531515715e-06,strong_absent,True,True,0.18231535295955772,0.027777777739290455,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,253,20260764,LLMs,2024 Leading Chat LLMs,1,-89.05548798418292,-80.99409216922353,8.061395814959383,0.9984250536808679,strong_present,True,True,1.7901832813772336,0.6944419639885364,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,254,20260765,Chicken,Chicken,1,-78.63000491507393,-73.60797284729166,5.022032067782263,0.9680958237389881,strong_present,True,True,1.7593352640890598,0.6934265679815508,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,254,20260765,LLMs,2024 Leading Chat LLMs,0,-73.47935395471681,-83.66212247077351,-10.182768516056697,7.563216526907254e-06,strong_absent,True,True,0.18231399354882644,0.027777777720575533,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,255,20260766,Chicken,Chicken,0,-79.66808153013231,-90.32951277149184,-10.661431241359523,4.686268880108907e-06,strong_absent,True,True,0.18231687051409393,0.02777777775581666,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,255,20260766,LLMs,2024 Leading Chat LLMs,1,-93.3530347409521,-82.17805820204227,11.174976538909831,0.9999299014695286,strong_present,True,True,1.7916893682405668,0.6944444395306406,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,256,20260767,Chicken,Chicken,1,-86.67160094270723,-78.80101829538366,7.870582647323573,0.9980945783839508,strong_present,True,True,1.7898522299869766,0.6944408138129097,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,256,20260767,LLMs,2024 Leading Chat LLMs,0,-71.80011279950708,-78.5093267831325,-6.709213983625418,0.00024386499358189468,strong_absent,True,True,0.18207766206047007,0.027777718307642682,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,257,20260768,Chicken,Chicken,0,-64.38613176135024,-70.2369558625144,-5.850824101164164,0.0005751743455807385,strong_absent,True,True,0.18174621697215515,0.027777446952249964,7,2,-6.591673732008658,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,257,20260768,LLMs,2024 Leading Chat LLMs,1,-70.21839653016448,-63.99296584597159,6.225430684192894,0.9902045424921869,strong_present,True,True,1.7819157206119072,0.6943484934566572,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,258,20260769,Chicken,Chicken,1,-94.66205932241374,-88.27713849537633,6.384920827037405,0.9916365274158866,strong_present,True,True,1.7833608265738812,0.6943744967707793,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,258,20260769,LLMs,2024 Leading Chat LLMs,0,-90.22778012541042,-88.42847797233135,1.7993021530790685,0.5473239825616102,moderate_present,False,False,-0.6102570458706154,-0.271785764109324,7,4,2.1972245773362196,-15.380572041353538,15.380572041353538,moderate_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,259,20260770,Chicken,Chicken,0,-88.10675434555938,-99.77247037340706,-11.66571602784768,1.716615982930269e-06,strong_absent,True,True,0.1823198401764983,0.027777777774831005,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,259,20260770,LLMs,2024 Leading Chat LLMs,1,-91.03744694817196,-85.18942786211663,5.848019086055331,0.9857771596040339,strong_present,True,True,1.7774345148473136,0.6942421552555154,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,260,20260771,Chicken,Chicken,1,-105.80354123860917,-91.90858110623907,13.894960132370102,0.9999953818983613,strong_present,True,True,1.7917548511157528,0.6944444444231177,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,260,20260771,LLMs,2024 Leading Chat LLMs,0,-91.83033262624208,-100.9942009721246,-9.16386834588252,2.0950936530419694e-05,strong_absent,True,True,0.18230060563795025,0.027777777338836036,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,261,20260772,Chicken,Chicken,0,-57.436239973198276,-66.85678522022424,-9.420545247025963,1.6208101183056594e-05,strong_absent,True,True,0.18230534856141886,0.027777777515075232,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,261,20260772,LLMs,2024 Leading Chat LLMs,1,-68.86476265386848,-60.1585505558538,8.706212098014682,0.9991729137816515,strong_present,True,True,1.7909320407851876,0.694443760372832,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,262,20260773,Chicken,Chicken,1,-104.04782416513967,-94.14893579013041,9.898888375009264,0.9997489106192171,strong_present,True,True,1.7915083483190557,0.6944443813985673,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,262,20260773,LLMs,2024 Leading Chat LLMs,0,-91.03491819726676,-104.92338992823856,-13.888471730971801,1.8592735029720112e-07,strong_absent,True,True,0.18232137086658703,0.027777777777743207,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,263,20260774,Chicken,Chicken,0,-83.82411748258741,-94.14576465675664,-10.321647174169229,6.5825281496132955e-06,strong_absent,True,True,0.18231497424414006,0.0277777777344481,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,263,20260774,LLMs,2024 Leading Chat LLMs,1,-96.93858198025491,-82.50258442348097,14.435997556773941,0.9999973115946121,strong_present,True,True,1.7917567808190533,0.694444444437217,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,264,20260775,Chicken,Chicken,1,-100.80354793269083,-91.28774419334803,9.5158037393428,0.9996317447146155,strong_present,True,True,1.7913911461200416,0.6944443088324893,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,264,20260775,LLMs,2024 Leading Chat LLMs,0,-94.85106733953937,-104.92283398121147,-10.071766641672099,8.45110796349965e-06,strong_absent,True,True,0.1823131056502803,0.02777777770635655,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,265,20260776,Chicken,Chicken,0,-91.32294412548802,-100.37548123648419,-9.05253711099617,2.3418167642231536e-05,strong_absent,True,True,0.18229813835210282,0.0277777772293672,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,265,20260776,LLMs,2024 Leading Chat LLMs,1,-91.53122849249561,-87.74338688896559,3.787841603530026,0.8982933221412499,moderate_present,True,True,1.6845008445686092,0.6841001961233809,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,266,20260777,Chicken,Chicken,1,-88.94162038993497,-74.91477234982231,14.026848040112654,0.9999959525122388,strong_present,True,True,1.7917554217321028,0.6944444444280624,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,266,20260777,LLMs,2024 Leading Chat LLMs,0,-78.80842527783219,-92.55419832211032,-13.745773044278138,2.1444529390906677e-07,strong_absent,True,True,0.18232134234863773,0.02777777777773179,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,267,20260778,Chicken,Chicken,0,-77.56764193944845,-83.17435448409952,-5.606712544651074,0.0007340856752898738,strong_absent,True,True,0.181587201545841,0.02777723889599911,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,267,20260778,LLMs,2024 Leading Chat LLMs,1,-89.89406734079463,-77.96323622955401,11.930831111240622,0.9999670798662565,strong_present,True,True,1.791726548552432,0.6944444433607093,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,268,20260779,Chicken,Chicken,1,-115.44919715541832,-102.89645952143412,12.552737633984194,0.9999823242585406,strong_present,True,True,1.7917417933303779,0.6944444441320127,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,268,20260779,LLMs,2024 Leading Chat LLMs,0,-102.22882672231111,-108.26223661767767,-6.03340989536656,0.000479231320181347,strong_absent,True,True,0.1818422106057438,0.027777548115119535,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,269,20260780,Chicken,Chicken,0,-81.47624786095386,-96.01252716303128,-14.536279302077418,9.727563290128627e-08,strong_absent,True,True,0.182321459518317,0.027777777777768315,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,269,20260780,LLMs,2024 Leading Chat LLMs,1,-92.61039819097564,-80.53992760798619,12.070470582989458,0.999971370167827,strong_present,True,True,1.7917308389860405,0.6944444436247772,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,270,20260781,Chicken,Chicken,1,-94.06480212743612,-86.59949210559336,7.465310021842768,0.9971451359532283,strong_present,True,True,1.788900522284325,0.694436294195719,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,270,20260781,LLMs,2024 Leading Chat LLMs,0,-90.10664595009153,-91.47413857043455,-1.3674926203430147,0.04847902350931374,moderate_absent,True,True,0.13262801001251873,0.025427562057361183,7,3,-2.1972245773362196,-15.380572041353538,15.380572041353538,moderate_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,271,20260782,Chicken,Chicken,0,-88.1597127617912,-100.96817686535532,-12.80846410356412,5.475004444371059e-07,strong_absent,True,True,0.18232100929336031,0.02777777777747802,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,271,20260782,LLMs,2024 Leading Chat LLMs,1,-101.49517110307848,-88.18141185572864,13.313759247349836,0.9999917420120769,strong_present,True,True,1.7917512112060345,0.6944444443762502,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,272,20260783,Chicken,Chicken,1,-101.80522822610168,-95.80628139500774,5.998946831093932,0.9877452223437385,strong_present,True,True,1.7794289826173308,0.6942942648690401,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,272,20260783,LLMs,2024 Leading Chat LLMs,0,-87.09776136216448,-95.15941856399529,-8.061657201830812,6.307675795154581e-05,strong_absent,True,True,0.1822584780465807,0.027777773799100382,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,273,20260784,Chicken,Chicken,0,-87.54907893082992,-101.96165556097486,-14.41257663014494,1.1008482272117497e-07,strong_absent,True,True,0.18232144670912584,0.027777777777765657,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,273,20260784,LLMs,2024 Leading Chat LLMs,1,-103.20841122361855,-88.8742920642783,14.334119159340261,0.9999970232671669,strong_present,True,True,1.7917564924907914,0.6944444444355836,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,274,20260785,Chicken,Chicken,1,-98.07750711012865,-86.98301049478809,11.09449661534056,0.9999240271621774,strong_present,True,True,1.7916834935041501,0.6944444386725724,7,7,15.380572041353538,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,274,20260785,LLMs,2024 Leading Chat LLMs,0,-88.12486526870204,-93.62896450699611,-5.504099238294074,0.0008133485412865203,strong_absent,True,True,0.18150787730528073,0.027777116241928163,7,2,-6.591673732008658,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,275,20260786,Chicken,Chicken,0,-101.90757585608515,-108.97589235993611,-7.068316503850966,0.0001703041273351997,strong_absent,True,True,0.18215123816322484,0.027777748774281987,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,275,20260786,LLMs,2024 Leading Chat LLMs,1,-108.10695257952236,-103.64167768635737,4.465274893164988,0.9456196206482627,moderate_present,True,True,1.7358445860990068,0.6914872187860057,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,276,20260787,Chicken,Chicken,1,-87.74696240137543,-80.71439532942867,7.032567071946758,0.995606076716059,strong_present,True,True,1.787355864292503,0.6944251378826194,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,276,20260787,LLMs,2024 Leading Chat LLMs,0,-76.41601970803683,-86.61355527158396,-10.197535563547135,7.452351570286129e-06,strong_absent,True,True,0.18231410441461543,0.027777777722240233,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,277,20260788,Chicken,Chicken,0,-64.44754795360512,-71.06318390068303,-6.615635947077905,0.00026778083919281324,strong_absent,True,True,0.18205374009507105,0.027777706071199938,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,277,20260788,LLMs,2024 Leading Chat LLMs,1,-66.58941862431652,-57.15873262839647,9.43068599592005,0.999599040095244,strong_present,True,True,1.7913584289173827,0.6944442836755993,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,278,20260789,Chicken,Chicken,1,-78.61767576957237,-68.95257473198318,9.665101037589196,0.9996828007316331,strong_present,True,True,1.7914422196413593,0.6944443438290687,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,278,20260789,LLMs,2024 Leading Chat LLMs,0,-64.46300691730282,-73.70592481954495,-9.242917902242127,1.9358573272438404e-05,strong_absent,True,True,0.18230219803330258,0.027777777403023417,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,279,20260790,Chicken,Chicken,0,-84.32626863840945,-97.76871161812085,-13.442442979711402,2.904364101409201e-07,strong_absent,True,True,0.18232126635750232,0.027777777777693424,7,0,-15.380572041353538,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,279,20260790,LLMs,2024 Leading Chat LLMs,1,-90.38958671104722,-78.97927358916648,11.410313121880733,0.9999445999804323,strong_present,True,True,1.7917040676738494,0.6944444413752824,7,6,10.986122886681098,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,280,20260791,Chicken,Chicken,1,-82.58777253478601,-78.68630299264628,3.9014695421397363,0.9082149483643946,moderate_present,True,True,1.6954852681052939,0.6860199487406938,7,5,6.591673732008658,-15.380572041353538,15.380572041353538,strong_present,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,280,20260791,LLMs,2024 Leading Chat LLMs,0,-77.71602084006503,-82.77229194784502,-5.056271107779992,0.0012722324810160155,strong_absent,True,True,0.18104851433813868,0.027776159202292025,7,2,-6.591673732008658,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
1X,"actual tree, extreme beta, binary noisy leaves, clamped beta",extreme_0p9_0p1,281,20260792,Chicken,Chicken,0,-84.04828833093165,-95.13929874170759,-11.091010410775937,3.049748673219373e-06,strong_absent,True,True,0.1823185070406309,0.02777777776847681,7,1,-10.986122886681098,-15.380572041353538,15.380572041353538,strong_absent,50,300,6
