rung,rung_description,beta_profile,replicate_id,replicate_seed,system,system_raw,root_z_true,log_L0,log_L1,log_B_eff,rho,evidence_category,correct_sign,decisive_for_true_root,log_score_improvement,brier_improvement,n_top_children,n_top_present,log_B_top_latent,log_B_top_min,log_B_top_max,top_latent_category,n_observed_leaves,n_observed_ratings,n_raters
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,245,20260756,Chicken,Chicken,0,-88.4918330206366,-87.5383348470334,0.953498173603208,0.34165228181317625,ambiguous,False,False,-0.23570048334942145,-0.08894850389037223,7,4,-1.062473242052237,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,245,20260756,LLMs,2024 Leading Chat LLMs,1,-89.01520062991767,-88.11989876398859,0.8953018659290848,0.32868557007074817,ambiguous,True,False,0.6791057699547347,0.24378138061320814,7,5,4.232762457958392,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,246,20260757,Chicken,Chicken,1,-104.53240129559349,-104.82545146632773,-0.2930501707342472,0.12982713153575615,ambiguous,False,False,-0.24979200162772042,-0.06275637656684563,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,246,20260757,LLMs,2024 Leading Chat LLMs,0,-102.96221931660399,-104.53471831052583,-1.5724989939218403,0.03985115593581367,moderate_absent,True,True,0.14165459615552026,0.026189663148357238,7,2,-3.9151046719655547,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,247,20260758,Chicken,Chicken,0,-93.7787419088013,-92.96720279752329,0.8115391112780088,0.3104751650010989,ambiguous,False,False,-0.1894310067508408,-0.0686170503046818,7,2,-3.9151046719655547,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,247,20260758,LLMs,2024 Leading Chat LLMs,1,-94.10640598612777,-93.92357128402607,0.18283470210170094,0.19362849521385525,ambiguous,True,False,0.1499455402795744,0.04420944071337307,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,248,20260759,Chicken,Chicken,1,-96.92833577135863,-95.83344238480889,1.0948933865497423,0.37412878831396884,ambiguous,True,False,0.8086042821649596,0.3027296708271036,7,5,1.7478558081703919,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,248,20260759,LLMs,2024 Leading Chat LLMs,0,-101.23775423599085,-101.14285922927154,0.09489500671931239,0.180266510375788,ambiguous,False,False,-0.016454447411342915,-0.004718236985286305,7,1,-5.994546213645391,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,249,20260760,Chicken,Chicken,0,-101.60070158193402,-101.43208276091381,0.1686188210202033,0.1914185396099606,ambiguous,False,False,-0.030152293280426457,-0.008863279528632285,7,2,-3.9151046719655547,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,249,20260760,LLMs,2024 Leading Chat LLMs,1,-100.7548938253574,-100.10716041528518,0.6477334100722203,0.27653705492770736,ambiguous,True,False,0.5063490164342959,0.17104581155176934,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,250,20260761,Chicken,Chicken,1,-98.01716099479724,-97.35130768096234,0.6658533138349014,0.2801768393731696,ambiguous,True,False,0.5194251632491718,0.17629906186964484,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,250,20260761,LLMs,2024 Leading Chat LLMs,0,-94.49398397930707,-93.71258556135318,0.7813984179538949,0.3040597682663191,ambiguous,False,False,-0.18016993948700194,-0.06467456490038989,7,2,-5.626821433520074,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,251,20260762,Chicken,Chicken,0,-89.28379208584205,-91.36497921573874,-2.0811871298966906,0.024348741469211517,moderate_absent,True,True,0.15767148329284142,0.027184916566643277,7,2,-5.3013990330854455,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,251,20260762,LLMs,2024 Leading Chat LLMs,1,-85.89197826274142,-84.96707045091044,0.9249078118309768,0.3352509822132717,ambiguous,True,False,0.6988836421969165,0.2525531877960244,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,252,20260763,Chicken,Chicken,1,-96.25380626638447,-95.58213902785154,0.6716672385329332,0.28135087594117497,ambiguous,True,False,0.5236067494709014,0.17798788093392792,7,5,4.232762457958392,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,252,20260763,LLMs,2024 Leading Chat LLMs,0,-99.15822099809091,-98.10659130939314,1.0516296886977727,0.3640547459666462,ambiguous,False,False,-0.2703212411169416,-0.10475808028306154,7,5,1.4224334077357634,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,253,20260764,Chicken,Chicken,0,-91.63990849657054,-93.01514952833517,-1.3752410317646309,0.04812284642076514,moderate_absent,True,True,0.133002263918813,0.02546196943014123,7,1,-6.0322865416282365,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,253,20260764,LLMs,2024 Leading Chat LLMs,1,-91.30203229024795,-90.9281113278069,0.3739209624410478,0.2252172893608661,ambiguous,True,False,0.30106985692539157,0.09415619573912071,7,5,4.195022129975546,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,254,20260765,Chicken,Chicken,1,-81.174085251469,-80.70266781604808,0.47141743542091774,0.24268398916103454,ambiguous,True,False,0.3757643311321466,0.12091690417140044,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,254,20260765,LLMs,2024 Leading Chat LLMs,0,-80.90786130800218,-80.38437690581311,0.5234844021890694,0.25238102437386534,ambiguous,False,False,-0.10854026487146362,-0.03591840368622383,7,4,-0.6570081339440725,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,255,20260766,Chicken,Chicken,0,-93.87194307662476,-95.05905280457114,-1.1871097279463783,0.05751102026838068,ambiguous,True,False,0.12309050447317815,0.02447026032546768,7,3,-1.430198022177554,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,255,20260766,LLMs,2024 Leading Chat LLMs,1,-88.32911150394808,-86.94506890810679,1.3840425958412936,0.44388852279725366,ambiguous,True,False,0.9795776463726328,0.38518446936782386,7,6,2.808727768855654,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,256,20260767,Chicken,Chicken,1,-83.36505002641577,-83.60847327297523,-0.24342324655945902,0.1355373140226302,ambiguous,False,False,-0.20674882710369213,-0.0528512910027642,7,3,-3.141914783732073,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,256,20260767,LLMs,2024 Leading Chat LLMs,0,-81.70604311390188,-82.87653889383343,-1.1704957799315423,0.05841820272126788,ambiguous,True,False,0.12212750187893928,0.024365091368594625,7,4,-1.0624732420522371,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,257,20260768,Chicken,Chicken,0,-73.52096860256613,-72.54152012682985,0.9794484757362767,0.3475129330078111,ambiguous,False,False,-0.2446424038893929,-0.09298746082991363,7,4,1.0547086276104463,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,257,20260768,LLMs,2024 Leading Chat LLMs,1,-67.71953664461716,-67.32365919391576,0.39587745070140556,0.2290716746426805,ambiguous,True,False,0.3180391345351259,0.10011396160620345,7,6,4.925909638518338,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,258,20260769,Chicken,Chicken,1,-93.01222735150337,-91.63645350979621,1.3757738417071579,0.44184832663683665,ambiguous,True,False,0.9749708610280098,0.38291115396634523,7,4,-1.0624732420522371,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,258,20260769,LLMs,2024 Leading Chat LLMs,0,-93.02771903506553,-92.87181266890883,0.1559063661566995,0.18945865254605718,ambiguous,False,False,-0.027731367564809817,-0.008116803246789844,7,4,0.36156144705050064,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,259,20260770,Chicken,Chicken,0,-91.44501358636303,-91.28866177826922,0.15635180809381666,0.18952706588590612,ambiguous,False,False,-0.02781577563038637,-0.008142730925542824,7,3,-3.5473798918402375,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,259,20260770,LLMs,2024 Leading Chat LLMs,1,-87.92926064814586,-88.61710575178392,-0.6878451036380682,0.0913482305634237,ambiguous,False,False,-0.60131689697619,-0.1312035936557765,7,4,-1.0624732420522371,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,260,20260771,Chicken,Chicken,1,-101.14534963060497,-100.20072411057946,0.9446255200255109,0.3396594043292075,ambiguous,True,False,0.7119475537943578,0.25839474215358743,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,260,20260771,LLMs,2024 Leading Chat LLMs,0,-103.20452202794749,-104.83307618043482,-1.6285541524873253,0.037760780960194064,moderate_absent,True,True,0.1438293660051987,0.02635190119905402,7,4,-2.854232711280292,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,261,20260772,Chicken,Chicken,0,-74.24860278846462,-76.29746944590237,-2.048866657437742,0.025128461721133158,moderate_absent,True,True,0.15687198451771306,0.027146338189307322,7,2,-5.626821433520074,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,261,20260772,LLMs,2024 Leading Chat LLMs,1,-70.82572282023527,-69.60246369920125,1.223259121034019,0.4046375163233609,ambiguous,True,False,0.8869958351578322,0.33998795747482813,7,6,2.115580588295709,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,262,20260773,Chicken,Chicken,1,-95.34714621745748,-96.5972602718377,-1.2501140543802194,0.05418965900269435,ambiguous,False,False,-1.1235057128200623,-0.2001127566929951,7,3,-3.5473798918402375,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,262,20260773,LLMs,2024 Leading Chat LLMs,0,-99.81598665595499,-101.81732537011123,-2.0013387141562475,0.026319409926498658,moderate_absent,True,True,0.15564959140198986,0.0270850664388987,7,2,-5.626821433520074,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,263,20260774,Chicken,Chicken,0,-95.6673853797504,-95.79647085431513,-0.1290854745647323,0.14950058895940463,ambiguous,True,False,0.020389997161421786,0.00542735167856892,7,3,-3.141914783732073,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,263,20260774,LLMs,2024 Leading Chat LLMs,1,-93.86330824376492,-92.36609642273382,1.497211821031101,0.47197288705597845,ambiguous,True,False,1.0409257315035676,0.4156318124404461,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,264,20260775,Chicken,Chicken,1,-99.92280853072215,-99.7657425862468,0.15706594447534883,0.18963678623936778,ambiguous,True,False,0.12911478149717492,0.037755906227984415,7,4,3.8272973498502285,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,264,20260775,LLMs,2024 Leading Chat LLMs,0,-106.95934182930549,-107.37189658025048,-0.4125547509449916,0.11691310238368878,ambiguous,True,False,0.05798988537015637,0.014109104268798882,7,2,-5.626821433520074,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,265,20260776,Chicken,Chicken,0,-92.34076586061394,-90.75971408309603,1.5810517775179136,0.492903942748629,ambiguous,False,False,-0.4967332745084015,-0.21517651899936596,7,4,-1.062473242052237,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,265,20260776,LLMs,2024 Leading Chat LLMs,1,-93.28099443720971,-93.32164644396562,-0.040652006755905745,0.16109679711157973,ambiguous,False,False,-0.033990401137010684,-0.009314139372005426,7,4,1.0547086276104463,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,266,20260777,Chicken,Chicken,1,-78.46197115618496,-77.1139442248378,1.3480269313471638,0.4350168894804875,ambiguous,True,False,0.9593890469728025,0.3752385292721409,7,5,-0.3693260614922915,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,266,20260777,LLMs,2024 Leading Chat LLMs,0,-90.20419830236212,-92.7369966113546,-2.532798308992483,0.015638825794753827,moderate_absent,True,True,0.16655915447536657,0.027533204905539118,7,3,-3.5473798918402375,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,267,20260778,Chicken,Chicken,0,-82.13689791483091,-83.63846007379118,-1.5015621589602688,0.042655786348555526,moderate_absent,True,True,0.13872928448203464,0.02595826166876416,7,4,-2.854232711280292,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,267,20260778,LLMs,2024 Leading Chat LLMs,1,-82.9708683182225,-82.21648659804293,0.7543817201795662,0.29837328259013207,ambiguous,True,False,0.582349519011119,0.20216439386109786,7,5,2.1155805882957086,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,268,20260779,Chicken,Chicken,1,-98.06946778316313,-98.09488962983039,-0.025421846667256887,0.16316571010152997,ambiguous,False,False,-0.02122949897220261,-0.005847184305431963,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,268,20260779,LLMs,2024 Leading Chat LLMs,0,-103.65943057015306,-104.02822642445348,-0.3687958543004157,0.12150724534309619,ambiguous,True,False,0.0527739380024595,0.013013767106910405,7,3,-3.141914783732073,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,269,20260780,Chicken,Chicken,0,-87.73483030299138,-88.5224273825564,-0.7875970795650176,0.0833990727879957,ambiguous,True,False,0.09523846146390358,0.020822372435880372,7,4,-2.854232711280292,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,269,20260780,LLMs,2024 Leading Chat LLMs,1,-85.93517478893938,-85.71385942221339,0.22131536672598884,0.19970765088775258,ambiguous,True,False,0.18085874184042794,0.053976600396845154,7,5,2.1155805882957086,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,270,20260781,Chicken,Chicken,1,-95.51107789779532,-95.60649979077895,-0.09542189298363724,0.1538316118644541,ambiguous,False,False,-0.08013723502215386,-0.02155649663546344,7,5,1.4224334077357634,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,270,20260781,LLMs,2024 Leading Chat LLMs,0,-89.59696979575432,-89.58667250147442,0.010297294279894231,0.168101759605135,ambiguous,False,False,-0.0017235960648218362,-0.0004804238045648182,7,4,-0.7747911696004544,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,271,20260782,Chicken,Chicken,0,-96.32358601728878,-96.00341942280491,0.3201665944838652,0.2159761733565467,ambiguous,False,False,-0.06099431117272183,-0.018867929679959337,7,5,-0.3693260614922915,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,271,20260782,LLMs,2024 Leading Chat LLMs,1,-94.85385306771143,-93.75808638801759,1.0957666796938383,0.3743332979931912,ambiguous,True,False,0.8091507619080311,0.3029856224443677,7,5,2.1155805882957086,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,272,20260783,Chicken,Chicken,1,-98.67864932135615,-98.8492388421575,-0.17058952080135725,0.14429974667480283,ambiguous,False,False,-0.14410309952116984,-0.037778479096362116,7,3,-1.4679383501603998,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,272,20260783,LLMs,2024 Leading Chat LLMs,0,-95.31303283179946,-96.44549721759783,-1.1324643857983716,0.060545610400251394,ambiguous,True,False,0.11986554796132132,0.024112006839038747,7,2,-2.8164923832974456,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,273,20260784,Chicken,Chicken,0,-101.86613412726192,-103.97933926323682,-2.1132051359749084,0.02359959854929179,moderate_absent,True,True,0.15843902748447927,0.02722083672609004,7,1,-5.994546213645391,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,273,20260784,LLMs,2024 Leading Chat LLMs,1,-99.40350745755785,-99.48193698655739,-0.07842952899953559,0.15605649823887052,ambiguous,False,False,-0.0657776998737285,-0.017796189720392874,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,274,20260785,Chicken,Chicken,1,-93.31958275810534,-92.33022170781373,0.9893610502916061,0.3497639705337053,ambiguous,True,False,0.741262747336014,0.27163755042835236,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,274,20260785,LLMs,2024 Leading Chat LLMs,0,-93.0629415453093,-92.62392086978488,0.4390206755244179,0.236779575020978,ambiguous,False,False,-0.08788684012313436,-0.028286789369337165,7,4,-0.7747911696004544,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,275,20260786,Chicken,Chicken,0,-100.3931126217086,-100.3212001526891,0.07191246901949455,0.17689529046852115,ambiguous,False,False,-0.01235030052569927,-0.003514166012164692,7,3,-3.141914783732073,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,275,20260786,LLMs,2024 Leading Chat LLMs,1,-103.37595544584693,-103.89982190428117,-0.5238664584342416,0.10590170456002916,ambiguous,False,False,-0.4534844613364184,-0.10496731746421695,7,4,1.7478558081703912,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,276,20260787,Chicken,Chicken,1,-88.21781729043019,-88.51119064727658,-0.2933733568463879,0.12979062490673776,ambiguous,False,False,-0.25007323531342207,-0.06281991205576143,7,6,2.808727768855654,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,276,20260787,LLMs,2024 Leading Chat LLMs,0,-85.37793327555572,-86.62786998885109,-1.2499367132953694,0.05419874900875557,ambiguous,True,False,0.12659873070124733,0.024840273383663694,7,1,-6.0322865416282365,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,277,20260788,Chicken,Chicken,0,-71.16140440523414,-70.45745500505261,0.7039494001815285,0.2879239136058005,ambiguous,False,False,-0.15724895357243945,-0.0551224022483027,7,5,-0.3693260614922915,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,277,20260788,LLMs,2024 Leading Chat LLMs,1,-57.99894103327426,-58.5165717389183,-0.517630705644045,0.10649359903813756,ambiguous,False,False,-0.44791092933914145,-0.10390924411537594,7,5,2.1155805882957086,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,278,20260789,Chicken,Chicken,1,-74.91375005919274,-76.29609126435129,-1.3823412051585535,0.04779865002345704,moderate_absent,False,False,-1.2489984128425813,-0.21224296645270624,7,3,-3.5473798918402375,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,278,20260789,LLMs,2024 Leading Chat LLMs,0,-72.72404652868929,-73.21923785826631,-0.4951913295770254,0.10864769691569494,ambiguous,True,False,0.06730602902225298,0.01597345573269307,7,3,-4.933674252960128,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,279,20260790,Chicken,Chicken,0,-90.73198281898073,-91.50053291523001,-0.7685500962492853,0.08486669524798315,ambiguous,True,False,0.09363602072940623,0.020575421815463728,7,3,-3.2219574914056093,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,279,20260790,LLMs,2024 Leading Chat LLMs,1,-90.11755922074038,-89.37011501009385,0.7474442106465204,0.29692297258532085,ambiguous,True,False,0.5774769438466081,0.20012713796618303,7,4,1.0547086276104463,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,280,20260791,Chicken,Chicken,1,-82.95204500936823,-83.89739148385287,-0.9453464744846372,0.07210572278076312,ambiguous,False,False,-0.8378623957869165,-0.1665433452517655,7,4,2.153320916278556,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,280,20260791,LLMs,2024 Leading Chat LLMs,0,-80.82228318307277,-81.67445149391969,-0.8521683108469205,0.07859394064603648,ambiguous,True,False,0.10046710653898658,0.021600770271505074,7,5,2.1155805882957086,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,281,20260792,Chicken,Chicken,0,-89.85889285093634,-90.92079718215926,-1.0619043312229195,0.06468571342485453,ambiguous,True,False,0.11544888599415316,0.023593536256495372,7,2,-3.9528449999484003,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,281,20260792,LLMs,2024 Leading Chat LLMs,1,-91.04814179107981,-91.07683828608818,-0.028696495008361467,0.16271907394769122,ambiguous,False,False,-0.02397056854862023,-0.0065949046865672045,7,5,2.1155805882957086,-6.400011321753554,5.293634418643655,moderate_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,282,20260793,Chicken,Chicken,1,-79.9900748129496,-77.70283340993944,2.2872414030101567,0.6632482830769222,moderate_present,True,True,1.381153594608961,0.5810427255938038,7,7,5.293634418643655,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,282,20260793,LLMs,2024 Leading Chat LLMs,0,-81.41025853842677,-83.30497920616517,-1.8947206677383974,0.02919413789470206,moderate_absent,True,True,0.15269279007341002,0.026925480090362896,7,2,-3.9528449999484003,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,283,20260794,Chicken,Chicken,0,-96.00602827222374,-95.34301594788955,0.6630123243341899,0.2796042329098253,ambiguous,False,False,-0.14563298468074726,-0.05040074928331405,7,3,-3.5473798918402375,-6.400011321753554,5.293634418643655,strong_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,283,20260794,LLMs,2024 Leading Chat LLMs,1,-94.7760642999371,-94.64967599119863,0.12638830873846985,0.18496723649343283,ambiguous,True,False,0.10418289960468141,0.030166038855292676,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,284,20260795,Chicken,Chicken,1,-91.80607336322286,-92.4793711156179,-0.6732977523950296,0.09256291463107783,ambiguous,False,False,-0.5881072382646284,-0.12899761945840005,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,284,20260795,LLMs,2024 Leading Chat LLMs,0,-91.7245266355533,-91.95068565627426,-0.2261590207209565,0.13757286820402956,ambiguous,True,False,0.03431693827404722,0.008851483711894488,7,4,-1.0624732420522371,-6.400011321753554,5.293634418643655,ambiguous,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,285,20260796,Chicken,Chicken,0,-100.54125370261293,-100.36333603757868,0.17791766503425777,0.19286192259075152,ambiguous,False,False,-0.03193896891439443,-0.009417943407623253,7,4,-2.4487676031721275,-6.400011321753554,5.293634418643655,moderate_absent,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,285,20260796,LLMs,2024 Leading Chat LLMs,1,-101.02434960679024,-101.25187030443296,-0.2275206976427171,0.13741138961821103,ambiguous,False,False,-0.19301653952789777,-0.04961466631594125,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
1P,"actual tree, production beta, binary noisy leaves, clamped beta",production_prior_mean,286,20260797,Chicken,Chicken,1,-98.49310265635114,-97.22787305739703,1.2652295989541074,0.41478759096883017,ambiguous,True,False,0.911770750456676,0.35197088076037925,7,6,4.600487238083709,-6.400011321753554,5.293634418643655,strong_present,50,300,6
