beta_profile,evidence_stage,rung_label,system,root_z_true,n,median_log_B,mean_log_B,q05_log_B,q25_log_B,q75_log_B,q95_log_B,mean_rho,p_correct_sign,p_decisive,balanced_accuracy,balanced_log_score_improvement,evidence_margin_M,pass_fail_label,median_loss_top_to_subfeature,median_loss_subfeature_to_leaf_latent,median_loss_leaf_latent_to_binary_K6,median_loss_binary_perfect_to_binary_K6,median_loss_binary_K6_to_ordinal_binary,median_loss_ordinal_binary_to_three_state
extreme_0p9_0p1,ordinal_binary_clamped,3X,Chicken,0,250,-10.274558889575104,-10.169961822142339,-14.469914358588207,-13.615168101662398,-8.001699914458868,-3.6446731031770354,0.0038803302874377632,0.992,0.98,0.99,0.9591577011967846,8.939557822875104,pass,1.45701923195272,0.1116620261893484,2.9510712357350144e-05,2.9510712357350144e-05,-2.9510531433629694e-05,-0.7080759901841418
extreme_0p9_0p1,ordinal_binary_clamped,3X,Chicken,1,250,10.59203860076471,10.245571947569555,3.130768970059282,7.869559118143528,13.635939059853655,14.456107445516682,0.9717087512531346,0.992,0.98,0.99,0.9591577011967846,8.939557822875104,pass,-0.999665630528181,-0.11592437413280621,-2.318440788506848e-05,-2.318440788506848e-05,2.318440471071881e-05,0.7827378456433962
extreme_0p9_0p1,ordinal_binary_clamped,3X,Chicken,ALL,500,-0.14365357669498735,0.03780506271360753,-14.356260294762755,-10.270171082244588,10.58673812365025,14.378361709129688,0.4877945407702861,0.992,0.98,0.99,0.9591577011967846,8.939557822875104,pass,0.328396116819178,-0.00632174450705314,4.6561937594447045e-07,4.6561937594447045e-07,-4.86887703488037e-07,0.06003184092583069
extreme_0p9_0p1,ordinal_binary_clamped,3X,LLMs,0,250,-10.293612375112303,-9.998166194546364,-14.50217642263262,-12.942278800124235,-7.774978719900602,-2.6533658883027447,0.002298839139171279,1.0,0.988,0.99,0.9565670975994379,8.670963769479375,pass,1.2712360180172242,0.10571928152391052,1.5701814557900207e-05,1.5701814557900207e-05,-1.5701812806412363e-05,-0.7297726907007416
extreme_0p9_0p1,ordinal_binary_clamped,3X,LLMs,1,250,10.280401681913474,10.227597340156954,3.716685937043269,8.060245415185278,13.549499159839556,14.502073700969248,0.9741879723409891,0.988,0.98,0.99,0.9565670975994379,8.670963769479375,pass,-1.4686188722098414,-0.11709842368507628,-3.5279891610784375e-05,-3.5279891610784375e-05,3.527687882609598e-05,0.7952830505359714
extreme_0p9_0p1,ordinal_binary_clamped,3X,LLMs,ALL,500,-1.3411553856782632,0.1147155728052943,-14.351561495156949,-10.289184969863612,10.27268357057244,14.403466903810402,0.4882434057400802,0.994,0.984,0.99,0.9565670975994379,8.670963769479375,pass,0.2815573869180157,-0.008123644431648813,4.683568519681103e-07,4.683568519681103e-07,-4.5091709566236204e-07,0.2119212607441625
extreme_0p9_0p1,ordinal_three_state_clamped,4X,Chicken,0,250,-10.965374812776105,-11.008350377566693,-15.21630374951366,-14.475166895206584,-8.802477590975357,-3.1098133570042483,0.004563816393293143,0.992,0.988,0.992,0.9697880703113015,9.630373746076105,pass,1.45701923195272,0.1116620261893484,2.9510712357350144e-05,2.9510712357350144e-05,-2.9510531433629694e-05,-0.7080759901841418
extreme_0p9_0p1,ordinal_three_state_clamped,4X,Chicken,1,250,11.49534599063486,11.358957860193655,4.622222878499247,9.835376810539245,14.578372628179082,15.245961031564544,0.9814255059481408,1.0,0.988,0.992,0.9697880703113015,9.630373746076105,pass,-0.999665630528181,-0.11592437413280621,-2.318440788506848e-05,-2.318440788506848e-05,2.318440471071881e-05,0.7827378456433962
extreme_0p9_0p1,ordinal_three_state_clamped,4X,Chicken,ALL,500,0.11259816388763966,0.17530374131348145,-15.130947315774321,-10.962641239247674,11.47217354586249,15.154570151141604,0.49299466117071694,0.996,0.988,0.992,0.9697880703113015,9.630373746076105,pass,0.328396116819178,-0.00632174450705314,4.6561937594447045e-07,4.6561937594447045e-07,-4.86887703488037e-07,0.06003184092583069
extreme_0p9_0p1,ordinal_three_state_clamped,4X,LLMs,0,250,-10.863038846843267,-10.935225770020832,-15.233255027207198,-14.516731432441333,-8.666324409134745,-4.313157999801582,0.002244679439353632,0.996,0.984,0.996,0.9698485812146699,9.528037780143267,pass,1.2712360180172242,0.10571928152391052,1.5701814557900207e-05,1.5701814557900207e-05,-1.5701812806412363e-05,-0.7297726907007416
