run_id,run_family,seed,system,root_z_true,top_feature_key,top_feature_name,support_label,demandingness_label,beta_pres_true,beta_abs_true,beta_gap_true,realised_z_top,n_descendant_subfeatures,n_descendant_indicators,n_observed_ratings_desc,c_top_latent,c_oracle_subtree,delta_oracle_minus_top_latent,abs_delta,subtree_message_loglik_z0,subtree_message_loglik_z1
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,30,0.06228675610397856,0.010646331215760085,-0.051640424888218475,0.051640424888218475,-35.6156809468589,-35.408747948618846
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,3,0.2717120765744194,0.19954859613894627,-0.07216348043547316,0.07216348043547316,-4.207354814233586,-2.6308561379217292
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,0,4,13,48,-1.4920703384968867,-0.07259624590372482,1.419474092593162,1.419474092593162,-69.73305969871868,-69.83790744639826
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,24,-0.5554347678250722,-0.5553902559084847,4.4511916587497424e-05,4.4511916587497424e-05,-34.25991443338897,-44.24782111964325
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,0,5,8,30,-2.0265925029666034,-1.2249886572636228,0.8016038457029806,0.8016038457029806,-41.6802208733814,-43.78795170118451
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,0,5,12,43,-1.761452064880101,-1.6142711643266665,0.14718090055343458,0.14718090055343458,-64.73842173939929,-68.38903710641452
full_exact_recovery:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260509,full_exact_recovery,20260509,LLMs,0,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,0,0,2,8,-1.761452064880101,-0.9735300758239909,0.7879219890561102,0.7879219890561102,-16.491860903761015,-18.07148584640013
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,12,0.06228675610397856,0.05611326954129936,-0.006173486562679201,0.006173486562679201,-26.791671575350193,-24.381278742027007
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,1,0.2717120765744194,0.18853726930926185,-0.08317480726515758,0.08317480726515758,-2.1228789727001147,-0.70089093027109
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,0,4,13,25,-1.4920703384968867,-1.0669283581631888,0.425141980333698,0.425141980333698,-37.35895944402674,-39.322860710351264
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,12,-0.5554347678250722,-0.5553810276555211,5.37401695510642e-05,5.37401695510642e-05,-23.379999632827108,-33.17949498953271
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,0,5,8,15,-2.0265925029666034,-1.0849740278250444,0.941618475141559,0.941618475141559,-25.08691015115624,-26.93156746470848
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,0,5,12,24,-1.761452064880101,-1.6851407101940055,0.07631135468609562,0.07631135468609562,-37.5765988519005,-41.92371787774724
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,4,1.3883770330795024,1.136997209950109,-0.25137982312939355,0.25137982312939355,-7.273769571539814,-4.788103073793182
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,30,0.06228675610397856,0.046379462066354904,-0.015907294037623657,0.015907294037623657,-48.99296564826242,-47.54559639713578
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,3,0.2717120765744194,-0.1845650692676184,-0.4562771458420378,0.4562771458420378,-5.281285071779179,-6.094507986385449
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,1,4,13,48,2.061355815243681,-0.133989542001828,-2.195345357245509,2.195345357245509,-77.09669591991032,-77.29130388935432
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,24,-0.5554347678250722,-0.555431201209629,3.5666154432068e-06,3.5666154432068e-06,-36.24187834208314,-48.75395821389618
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,1,5,8,30,0.8412470274704257,0.25472122417808407,-0.5865258032923416,0.5865258032923416,-58.27038978058272,-57.733775732275035
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,5,12,43,1.3883770330795024,-0.6005747146803628,-1.9889517477598653,1.9889517477598653,-69.75671059332117,-70.68435402274224
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,8,1.3883770330795024,1.3477994980138934,-0.040577535065609016,0.040577535065609016,-13.361642468786615,-8.933237219054257
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,120,0.06228675610397856,0.06060047200475083,-0.0016862840992277334,0.0016862840992277334,-172.16836900749016,-168.45271447447288
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,10,0.2717120765744194,0.19994715489618642,-0.071764921678233,0.071764921678233,-13.054115477008402,-11.471628551809504
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,0,4,13,250,-1.4920703384968867,-1.290570632394349,0.20149970610253765,0.20149970610253765,-291.05743748907395,-293.8947598417065
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,120,-0.5554347678250722,-0.5553168716509447,0.00011789617412749642,0.00011789617412749642,-199.7019341067762,-208.7157336315512
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,0,5,8,150,-2.0265925029666034,-1.0325483294477067,0.9940441735188967,0.9940441735188967,-215.29587178741394,-217.04674923232216
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,0,5,12,240,-1.761452064880101,-1.6909732278210186,0.07047883705908253,0.07047883705908253,-267.3265401456288,-271.75640238675624
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,40,1.3883770330795024,1.349005808262099,-0.039371224817403405,0.039371224817403405,-39.22311344028225,-34.763865319182514
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,300,0.06228675610397856,0.047104671904605766,-0.015182084199372795,0.015182084199372795,-458.3179858868178,-456.822716031263
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,30,0.2717120765744194,-0.18964096851903633,-0.46135304509345576,0.46135304509345576,-55.1554911396154,-55.98910486722126
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,1,4,13,480,2.061355815243681,-0.04220152324114679,-2.1035573384848276,2.1035573384848276,-690.5337048381234,-690.5945015009179
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,240,-0.5554347678250722,-0.5554336415486318,1.1262764403330294e-06,1.1262764403330294e-06,-300.573109575151,-314.2378915199225
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,1,5,8,300,0.8412470274704257,0.23273722367105165,-0.608509803799374,0.608509803799374,-470.7695598787692,-470.2843544387668
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,5,12,430,1.3883770330795024,-0.8455383871973936,-2.233915420276896,2.233915420276896,-613.0366940389702,-614.3785135590324
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK10,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,80,1.3883770330795024,1.3490058082621061,-0.0393712248173963,0.0393712248173963,-82.23985486166873,-77.78060674056887
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,24,0.06228675610397856,0.06043186606781603,-0.0018548900361625292,0.0018548900361625292,-41.89446106858613,-38.27438640073054
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,2,0.2717120765744194,0.19918963587380545,-0.07252244070061398,0.07252244070061398,-2.754537885086447,-1.1834065307381554
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,0,4,13,50,-1.4920703384968867,-1.2904150568847328,0.20165528161215396,0.20165528161215396,-61.478889284750416,-64.31535380200144
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,24,-0.5554347678250722,-0.5552661457770256,0.00016862204804657388,0.00016862204804657388,-39.273622128998426,-47.92952490163546
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,0,5,8,30,-2.0265925029666034,-1.1743737898237327,0.8522187131428707,0.8522187131428707,-54.82638724649348,-56.83657508472902
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,0,5,12,48,-1.761452064880101,-1.6833486599345946,0.0781034049455065,0.0781034049455065,-65.99585315912863,-70.31876572215832
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,8,1.3883770330795024,1.3487112086567166,-0.03966582442278588,0.03966582442278588,-12.405817297755949,-7.954185951237481
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,60,0.06228675610397856,0.04710361485605574,-0.015183141247922818,0.015183141247922818,-93.67823956847622,-92.1830411399948
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,6,0.2717120765744194,-0.18946846363078862,-0.46118054020520804,0.46118054020520804,-11.820945318195777,-12.653866762101869
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,1,4,13,96,2.061355815243681,-0.049516220217896034,-2.110872035461577,2.110872035461577,-156.30884262279764,-156.38021912886967
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,48,-0.5554347678250722,-0.5554336381138114,1.1297112607611126e-06,1.1297112607611126e-06,-60.17409971922329,-73.83583658331224
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,1,5,8,60,0.8412470274704257,0.16688676603617125,-0.6743602614342544,0.6743602614342544,-96.00883355698417,-95.67076869426452
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,5,12,86,1.3883770330795024,-0.8447806495594392,-2.2331576826389417,2.2331576826389417,-117.35583498157052,-118.69630067286121
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK2,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,16,1.3883770330795024,1.3490053712291221,-0.039371661850380324,0.039371661850380324,-20.067271455484352,-15.608034674979823
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,240,0.06228675610397856,0.06060055155296595,-0.0016862045510126072,0.0016862045510126072,-349.41975610520603,-345.7040542644538
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,20,0.2717120765744194,0.1999473125568052,-0.07176476401761422,0.07176476401761422,-18.69904693949624,-17.11655763943872
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,0,4,13,500,-1.4920703384968867,-1.29057063940013,0.2014996990967568,0.2014996990967568,-556.3691463895558,-559.2064687808313
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,240,-0.5554347678250722,-0.5553168716526784,0.00011789617239377215,0.00011789617239377215,-396.5415882925982,-405.555387831643
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,0,5,8,300,-2.0265925029666034,-1.0325461060083967,0.9940463969582067,0.9940463969582067,-430.7845894172705,-432.5354629291695
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,0,5,12,480,-1.761452064880101,-1.6909732278264755,0.07047883705362556,0.07047883705362556,-520.5760276919939,-525.0058899332024
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,80,1.3883770330795024,1.3490058082621061,-0.0393712248173963,0.0393712248173963,-109.15869505987105,-104.69944693877119
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,600,0.06228675610397856,0.04710467190454892,-0.015182084199429638,0.015182084199429638,-896.0034362493396,-894.5081663937848
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,60,0.2717120765744194,-0.18964096851904344,-0.46135304509346287,0.46135304509346287,-116.56846930844314,-117.402083036049
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Coherence,Coherence,strong support,strongly demanding,0.7979354739553153,0.10156225083779936,0.6963732231175159,1,4,13,960,2.061355815243681,-0.04220152324114679,-2.1035573384848276,2.1035573384848276,-1396.0601352435078,-1396.1209319063023
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Modularity,Modularity,weak support,moderately demanding,0.560047800174686,0.2332959659893026,0.32675183418538345,0,0,6,480,-0.5554347678250722,-0.555433641548575,1.1262764971764483e-06,1.1262764971764483e-06,-601.5671212212727,-615.2319031660442
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Complexity,Complexity,strong support,weakly undemanding,0.9205216626808573,0.3969036303573165,0.5236180323235409,1,5,8,600,0.8412470274704257,0.23273722367105165,-0.608509803799374,0.608509803799374,-910.5450897637916,-910.0598843237892
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Selective Attention,Selective Attention,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,5,12,860,1.3883770330795024,-0.8455383871973936,-2.233915420276896,2.233915420276896,-1213.6628645317091,-1215.0046840517712
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK20,sample_size_sweep,20260506,LLMs,1,Global Workspace Theory > Integration,Integration,strong support,moderately demanding,0.8652906577456392,0.21587260411564355,0.6494180536299956,1,0,2,160,1.3883770330795024,1.3490058082620635,-0.03937122481743893,0.03937122481743893,-185.08513720274124,-180.62588908164136
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK5,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Representationality,Representationality,weak support,strongly undemanding,0.9250177775636342,0.869159106691928,0.05585867087170626,1,4,8,60,0.06228675610397856,0.060581857767644465,-0.0017048983363340958,0.0017048983363340958,-96.6927308906559,-92.98808559690937
sample_size_sweep:exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__multK5,sample_size_sweep,20260506,Chicken,0,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,weak support,moderately undemanding,0.8265237784608894,0.6298719913082595,0.19665178715262988,1,0,1,5,0.2717120765744194,0.18351737133750845,-0.08819470523691098,0.08819470523691098,-9.491545841620624,-8.133903780254725
