system,node_key,indicator,top_feature,depth,n_ratings,chi2,kl,cov94,obs_p0,obs_p1,obs_p2,obs_p3,obs_p4,obs_p5,obs_p6,pred_p0,pred_p1,pred_p2,pred_p3,pred_p4,pred_p5,pred_p6
Human,Global Workspace Theory > Modularity > Dedicated Speech Systems,Dedicated Speech Systems,Modularity,2,1,3.9244536781514325,1.5942133401769287,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0765163370944779,0.040503794320573015,0.05841382871840212,0.12447837201225026,0.146925824107735,0.20306821128945723,0.3500936324571045
Human,Global Workspace Theory > Modularity > Poorly Intraconnected Networks,Poorly Intraconnected Networks,Modularity,2,1,5.80615546023236,1.917827417462332,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0765163370944779,0.040503794320573015,0.05841382871840212,0.12447837201225026,0.146925824107735,0.20306821128945723,0.3500936324571045
Human,Global Workspace Theory > Modularity > Selective Competence Disruption,Selective Competence Disruption,Modularity,2,1,1.7888944552269281,1.0256452646976288,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07328019833684081,0.03934188938934963,0.05710153334770439,0.12240678685979492,0.14583284364594615,0.20347172702781693,0.35856502139254726
Human,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,Representationality,3,1,2.1929759762540995,1.160953389825261,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09213119021173553,0.046009217240718256,0.06468446972353366,0.1333156212653834,0.15119333290084327,0.1994787198836898,0.313187448774096
Human,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,Broad Predictive Training,Representationality,3,1,9.888534530474143,2.387710357685092,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09183972344499283,0.04608805913989847,0.06478862534176784,0.13338554365487226,0.15131629943716762,0.19969822062155668,0.31288352835974426
Human,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,Representationality,3,1,4.019567124721436,1.6133436998504338,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09309237517732527,0.04644785224083057,0.06521596450862911,0.13395010201642382,0.1514797716864146,0.19922036605008955,0.31059356832028706
Human,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,Has Retinotopic Neural Maps,Representationality,3,1,2.1523904400710276,1.1481610349052158,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0902072569876207,0.045404665988132906,0.06399939994110898,0.13229314742769166,0.1507755081670042,0.20010043241448525,0.31721958907395637
Human,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,Logical Inference,Representationality,3,1,14.757956591197996,2.7573454181045096,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08835570900673217,0.04478676787707119,0.06346000474189498,0.13133575976687925,0.1503208563253613,0.20038522518054064,0.3213556771015205
Human,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,Model Isomorphism,Representationality,3,1,9.737015041817752,2.373697121384029,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931357547796359,0.046436710988351684,0.06520978395315764,0.13394959836463258,0.1514703150751366,0.19918655214725492,0.31061128469183075
Human,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,Representationality,3,1,2.1422629909412443,1.1449432380942364,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08954508208007915,0.04518421332135779,0.06386374181901235,0.13220808954790017,0.1508095687717636,0.20014732316077985,0.3182419812991072
Human,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,Somatotopic Neural Maps,Representationality,3,1,2.1199823394430757,1.137827341370459,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08856051064846152,0.044880872287208814,0.06339387221447772,0.13161346328539267,0.15048514789413278,0.2005514989052776,0.3205146347650488
Human,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Adaptive Learning,Adaptive Learning,Selective Attention,3,1,10.013351526201884,2.3991083118781473,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907988814867934,0.04561728602753124,0.06428134737108301,0.1325611334405392,0.15085883353533233,0.19970940407686452,0.31617311406185633
