alternative,replicate,C_true,J,K,C_post_mean,C_post_median,C_post_sd,C_central_80_low,C_central_80_high,C_central_95_low,C_central_95_high,C_contraction,bias,abs_error,squared_error,covered_80,covered_95
latent_leaf_continuous_propensity,24,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,25,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,26,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,27,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,28,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,29,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,30,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,31,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,32,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,33,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,34,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,35,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,36,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,37,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,38,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,39,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,40,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,41,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,42,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,43,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,44,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,45,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,46,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,47,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,48,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,49,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,50,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,51,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,52,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,53,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,54,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,55,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,56,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,57,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,58,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,59,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,60,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,61,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,62,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,63,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,64,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,65,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,66,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,67,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,68,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,69,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,70,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,71,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,72,0.05,4,1,0.22274985444620504,0.1986116847296702,0.15071241647562822,0.0435157865111318,0.43554579042001057,0.011188614849218159,0.566445218896992,1.0699520162082643,0.17274985444620505,0.17274985444620505,0.029842512211185033,1,1
latent_leaf_continuous_propensity,73,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,74,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,75,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,76,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,77,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,78,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,79,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,80,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,81,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,82,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,83,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,84,0.05,4,1,0.1551021459644142,0.1254059656873635,0.12439879748742369,0.021553915608153076,0.3314930354284715,0.0049464612752293,0.4620140524481383,0.8831438530287008,0.10510214596441421,0.10510214596441421,0.01104646108632503,1,1
latent_leaf_continuous_propensity,85,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
latent_leaf_continuous_propensity,86,0.05,4,1,0.10840294642682706,0.08010258107713482,0.09815065185844746,0.012167940945990456,0.24471052499914606,0.002565375647006276,0.36442433820049874,0.6968005045893718,0.05840294642682706,0.05840294642682706,0.003410904151334831,1,1
