is_anchor_or_free,n,n_runs,mean_brier_sampled_pi,mean_brier_collapsed,mean_prior_brier,mean_delta_brier,mean_delta_brier_collapsed,mean_delta_log_score,mean_delta_log_score_collapsed,mean_entropy_reduction,median_abs_log_B,median_rho_sampled_pi_mean,median_rho_collapsed_mean,median_pi_contraction
free_target,26,13,0.20398093637513262,0.2033365473390375,0.28418803418803423,0.08020709781290157,0.08085148684899675,0.13836721441830344,0.1400334190270837,0.04767396696226771,1.5716909308415197,0.1391903479059666,0.1373864182355917,0.9954744821372794
hard_anchor,26,13,0.006672901029621017,0.006672901029621052,0.3611111111111111,0.3544382100814901,0.35443821008149007,0.9550554387247427,0.9550554387247426,0.38491725666063203,3.202531385726278,0.37735834475715035,0.3773583447571489,
