R_true,n,mean_rho_sampled_pi,median_rho_sampled_pi,mean_rho_collapsed,median_rho_collapsed,mean_log_B,median_log_B,mean_brier_sampled_pi,mean_brier_collapsed,mean_log_score_sampled_pi,mean_log_score_collapsed
0,16,0.11156084564106727,0.11827880447000831,0.11074698447646278,0.11671001106184323,-1.6496767034666184,-0.5744695769274628,0.01785755736418789,0.017644125729525253,-0.12176513234420022,-0.12082524559348679
1,10,0.31383533367226435,0.36124623164442793,0.31478435505437435,0.36899825571170397,-1.02436430122742,0.9863680591643771,0.5017783427926442,0.500444421914257,-1.5288949908600729,-1.526066677678386
