source_path,posterior_file,posterior_group,config_name,run_variant,row_unique_key,audit,labels_dgp,labels_fit,labels_leaf,labels_design,labels_nuisance_truth,run_id,run_dir,seed,stance,system,is_anchor_or_free,pi_true,R_true,pi_mean,pi_sd,pi_q01,pi_q05,pi_q10,pi_q50,pi_q90,pi_q95,pi_q99,pi_posterior_mean,pi_posterior_median,pi_posterior_sd,pi_posterior_central_80_low,pi_posterior_central_80_high,pi_prior_sd,pi_contraction,root_prior_kind,root_prior_alpha,root_prior_beta,root_prior_pi_fixed,root_log_prior_odds_used,log_B_mean,log_B_sd,log_B_q01,log_B_q05,log_B_q10,log_B_q50,log_B_q90,log_B_q95,log_B_q99,log_B_median,log_B_central_80_low,log_B_central_80_high,rho_sampled_pi_mean,rho_sampled_pi_sd,rho_sampled_pi_q01,rho_sampled_pi_q05,rho_sampled_pi_q10,rho_sampled_pi_q50,rho_sampled_pi_q90,rho_sampled_pi_q95,rho_sampled_pi_q99,rho_collapsed_mean,rho_collapsed_sd,rho_collapsed_q01,rho_collapsed_q05,rho_collapsed_q10,rho_collapsed_q50,rho_collapsed_q90,rho_collapsed_q95,rho_collapsed_q99,min_rho_sampled_pi,max_rho_sampled_pi,min_rho_collapsed,max_rho_collapsed,rho_sampled_pi_evidence_category,rho_collapsed_evidence_category,rho_mean,rho_median,rho_central_80_low,rho_central_80_high,rho_central_95_low,rho_central_95_high,brier_sampled_pi,brier_collapsed,log_score_sampled_pi,log_score_collapsed,brier,log_score,prior_root_prob,prior_brier,prior_log_score,delta_brier,delta_brier_collapsed,delta_log_score,delta_log_score_collapsed,entropy_prior,entropy_posterior,entropy_reduction,n_posterior_draws,nan_count_pi,inf_count_pi,nan_count_log_B,inf_count_log_B,nan_count_rho_sampled_pi,inf_count_rho_sampled_pi,nan_count_rho_collapsed,inf_count_rho_collapsed,pi_draws_shape,log_B_shape,rho_sampled_pi_shape,rho_collapsed_shape,shape_warning
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc|posterior|Global Workspace Theory|Human,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,20260506,Global Workspace Theory,Human,hard_anchor,0.999,1,0.9990000000000002,2.220723657059018e-16,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.9990000000000002,0.999,2.220723657059018e-16,0.999,0.999,0.0,,hard_fixed_pi,,,0.999,6.906754778648553,6.014352259171993,1.1635205588042727,3.4446850332703094,4.162243149885319,4.5477614386137075,5.986609472503751,7.548528882979824,7.96768902974484,8.758677997744563,5.986609472503751,4.5477614386137075,7.548528882979824,0.999995247605995,8.288838612982177e-06,0.9999680542375493,0.9999844120531328,0.9999893986242224,0.9999974853231349,0.9999994725880353,0.9999996531742202,0.9999998427504462,0.9999952476059948,8.288838612928595e-06,0.9999680542375518,0.9999844120531275,0.9999893986242243,0.9999974853231299,0.999999472588035,0.9999996531742185,0.9999998427504432,0.9997637462439791,0.9999999814736358,0.9997637462439853,0.9999999814736368,strong_present,strong_present,0.999995247605995,0.9999974853231349,0.9999893986242223,0.9999994725880353,0.999978578418111,0.9999997565488102,2.2585248778684428e-11,2.2585248780794915e-11,-4.752405297652223e-06,-4.752405297874269e-06,2.2585248778684428e-11,-4.752405297652223e-06,0.16666666666666666,0.6944444444444445,-1.791759469228055,0.6944444444218593,0.6944444444218593,1.7917547168227572,1.791754716822757,0.45056120886630463,6.300182051402733e-05,0.4504982070457906,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc|posterior|Global Workspace Theory|Chicken,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,20260506,Global Workspace Theory,Chicken,free_target,0.25,0,0.16745777851068652,0.1390451270538708,0.0022878379182644194,0.011029668977004532,0.021885534557194334,0.13250196727417682,0.3685010878026851,0.44662955213414635,0.5954663394784815,0.16745777851068652,0.13250196727417682,0.1390451270538708,0.02188553455719432,0.3685010878026851,0.14085904245475275,0.987122478122307,free_beta,1.0,5.0,,-1.6094379124341003,-0.5013446572746978,1.1624581250860913,-3.068474424964291,-2.3723779747566285,-1.9709041438860766,-0.5188554228118392,0.9620666433462531,1.4165829314496186,2.2781735373341556,-0.5188554228118392,-1.9709041438860766,0.9620666433462531,0.1576008043594602,0.19520290164020968,0.000736675972498765,0.0033854221466455164,0.007240745450262968,0.0746568710481744,0.46070173135905423,0.6069764600118872,0.8318719031365882,0.153599848861297,0.14336930435879133,0.00921274273810773,0.018310221719797737,0.02711069766307891,0.10637712013897213,0.3435821610620439,0.4519351406159396,0.6612199856907018,3.866967057327097e-05,0.9766843478802198,0.0019195840778507454,0.9443831779326801,moderate_absent,moderate_absent,0.1576008043594602,0.0746568710481744,0.007240745450262956,0.46070173135905423,0.0015615044056789484,0.7282792409929686,0.02483801353474885,0.02359291357021328,-0.17150127300549126,-0.16676303931159744,0.02483801353474885,-0.17150127300549126,0.16666666666666666,0.027777777777777776,-0.1823215567939546,0.002939764243028928,0.004184864207564497,0.010820283788463336,0.015558517482357148,0.45056120886630463,0.43566996428627336,0.014891244580031271,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc|posterior|Global Workspace Theory|2024 Leading Chat LLMs,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,20260506,Global Workspace Theory,2024 Leading Chat LLMs,free_target,0.1,1,0.1791692543420545,0.14858439945342203,0.0019149020426308255,0.01174609153706466,0.022939316582894248,0.1382243611368949,0.3955546679393695,0.4752793734421861,0.6304200423894328,0.1791692543420545,0.1382243611368949,0.14858439945342203,0.022939316582894248,0.3955546679393695,0.14085904245475275,1.0548445940284654,free_beta,1.0,5.0,,-1.6094379124341003,0.10096094485488474,1.4276157595399643,-3.0809409633584477,-2.1575450274747223,-1.6783306174664971,0.032044227941099734,2.003139301200554,2.539407840908369,3.639907968096087,0.032044227941099734,-1.6783306174664974,2.003139301200554,0.244331030746976,0.26462053886257064,0.0007833971809848977,0.005126746197243244,0.010813993521700892,0.13028138694971014,0.6794351842287095,0.8314257137915255,0.9543042333112003,0.24586404231558523,0.21820107423291127,0.009099650958819807,0.0225991903787358,0.03599319483773139,0.17116492159065538,0.5971734120003115,0.7170676742010013,0.8839592877626903,4.327420523586743e-05,0.9938208667207536,0.0016597199433117744,0.9860959198679554,ambiguous,ambiguous,0.244331030746976,0.13028138694971014,0.010813993521700892,0.6794351842287095,0.0023405441630242247,0.9083451367678629,0.5710355910919277,0.5687210426725894,-1.4092312897630788,-1.4029765693439562,0.5710355910919277,-1.4092312897630788,0.16666666666666666,0.6944444444444445,-1.791759469228055,0.12340885335251683,0.12572340177185515,0.3825281794649762,0.38878289988409875,0.45056120886630463,0.5560210084672419,-0.10545979960093727,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50/fit.nc|posterior|Global Workspace Theory|ELIZA,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres85_abs15_sig50,20260506,Global Workspace Theory,ELIZA,hard_anchor,0.001,0,0.0010000000000000005,4.337350892693395e-19,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0010000000000000005,0.001,4.337350892693395e-19,0.001,0.001,0.0,,hard_fixed_pi,,,0.001,-6.906754778648554,-2.8749413342768855,1.1161509340313256,-5.605749449479675,-4.7156548319931195,-4.30797060354613,-2.876613214975727,-1.4553495153202762,-1.0704900350436402,-0.35606829355108865,-2.876613214975727,-4.30797060354613,-1.4553495153202762,0.0001044517468159263,0.0001607744797924769,3.680331253792809e-06,8.962884270608382e-06,1.3474132046965432e-05,5.637843141035378e-05,0.00023349786770077662,0.00034306673654981474,0.0007006349095778135,0.0001044517468159256,0.000160774479792476,3.6803312537927728e-06,8.96288427060836e-06,1.3474132046965301e-05,5.637843141035349e-05,0.0002334978677007752,0.00034306673654981197,0.0007006349095778053,1.0615156527126174e-06,0.002781213665597551,1.061515652712609e-06,0.0027812136655975326,strong_absent,strong_absent,0.0001044517468159263,5.637843141035378e-05,1.3474132046965432e-05,0.00023349786770077662,6.177013609385468e-06,0.0004946243541446974,1.091016741289837e-08,1.0910167412898223e-08,-0.00010445720227954605,-0.00010445720227954605,1.091016741289837e-08,-0.00010445720227954605,0.16666666666666666,0.027777777777777776,-0.1823215567939546,0.027777766867610364,0.027777766867610364,0.18221709959167504,0.18221709959167504,0.45056120886630463,0.0010619330336351159,0.4494992758326695,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc|posterior|Global Workspace Theory|Human,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,20260506,Global Workspace Theory,Human,hard_anchor,0.999,1,0.9990000000000002,2.220723657059018e-16,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.9990000000000002,0.999,2.220723657059018e-16,0.999,0.999,0.0,,hard_fixed_pi,,,0.999,6.906754778648553,6.851805986688876,1.775887539922277,2.457648208905871,3.8798137836465534,4.597464081246703,6.920593026228275,9.136901236945828,9.704889130943636,10.663929365299056,6.920593026228275,4.597464081246703,9.136901236945828,0.9999930553036939,4.423763389142363e-05,0.9999142853775701,0.9999793250805319,0.9999899126549479,0.9999990117684285,0.9999998922719286,0.9999999389543587,0.99999997660355,0.999993055303694,4.4237633891435094e-05,0.9999142853775665,0.9999793250805301,0.9999899126549503,0.9999990117684268,0.9999998922719272,0.9999999389543541,0.9999999766035499,0.9986657954736566,0.9999999925360754,0.9986657954736505,0.9999999925360782,strong_present,strong_present,0.9999930553036939,0.9999990117684285,0.9999899126549479,0.9999998922719286,0.9999544805292974,0.999999962134342,4.8228806784411666e-11,4.822880678286963e-11,-6.944720420647629e-06,-6.944720420536606e-06,4.8228806784411666e-11,-6.944720420647629e-06,0.16666666666666666,0.6944444444444445,-1.791759469228055,0.6944444443962158,0.6944444443962158,1.7917525245076342,1.7917525245076344,0.45056120886630463,8.943052695876725e-05,0.4504717783393459,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc|posterior|Global Workspace Theory|Chicken,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,20260506,Global Workspace Theory,Chicken,free_target,0.25,0,0.15289145509241672,0.13064617214209678,0.0016187837313987037,0.009057002881345705,0.019159616572718377,0.1177754734887563,0.3400856590593776,0.40926652026344906,0.5546313523934902,0.15289145509241672,0.1177754734887563,0.13064617214209678,0.019159616572718377,0.3400856590593776,0.14085904245475275,0.9274958132990533,free_beta,1.0,5.0,,-1.6094379124341003,-1.659130447051408,1.3216406420275086,-4.539917167074643,-3.767000000276829,-3.3484169304054716,-1.7184522416628596,0.052160214677073144,0.6271312759446123,1.6036906609905743,-1.7184522416628596,-3.3484169304054716,0.052160214677073144,0.07097424328978494,0.12935076689146538,0.000130834957792703,0.000707902520734473,0.0018285648519310953,0.022473228608730356,0.19148676515334034,0.3389975972346172,0.6680702144350179,0.07085067345612288,0.09871817082114184,0.0021303131542698573,0.004602979785883868,0.0069789401114888,0.03462668928973464,0.1740376291480573,0.2724345089401424,0.4985631897727624,4.530453230748578e-08,0.9889096756421487,0.00028805258519831403,0.8145778589004777,moderate_absent,moderate_absent,0.07097424328978494,0.022473228608730356,0.001828564851931095,0.19148676515334034,0.00036004608422012197,0.512505496897471,0.005037343210557582,0.005019817929186155,-0.07361881535326445,-0.07348581407156833,0.005037343210557582,-0.07361881535326445,0.16666666666666666,0.027777777777777776,-0.1823215567939546,0.022740434567220195,0.022757959848591622,0.10870274144069014,0.10883574272238626,0.45056120886630463,0.2561517527766115,0.19440945608969312,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc|posterior|Global Workspace Theory|2024 Leading Chat LLMs,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,20260506,Global Workspace Theory,2024 Leading Chat LLMs,free_target,0.1,1,0.15939388409647592,0.134793345563888,0.00210459037072379,0.010541214447348065,0.02096622684881242,0.12257791593064013,0.35415534084499617,0.4341060536428712,0.5695453275240537,0.15939388409647592,0.12257791593064013,0.134793345563888,0.02096622684881242,0.35415534084499617,0.14085904245475275,0.9569378239042539,free_beta,1.0,5.0,,-1.6094379124341003,-2.008680207301022,2.135981395881742,-5.858924248513153,-4.8925982541846595,-4.452986766603056,-2.347087064416428,1.0106769140643848,2.2101927754350186,4.160329441425556,-2.347087064416428,-4.452986766603056,1.0106769140643848,0.10468558431080911,0.2218514874765583,6.325885998255638e-05,0.0003616085339778321,0.0007862975819354737,0.011824107661070577,0.38261100397643016,0.7420152165406578,0.9605495811021024,0.1041458045482247,0.2031563338983883,0.0005705394226067009,0.0014981334571276146,0.0023233371917204234,0.018770407147905756,0.3546272089528751,0.6458289879713367,0.92763329959762,4.084670683452046e-07,0.9983579041574067,9.884292593806994e-05,0.9956866482020474,moderate_absent,moderate_absent,0.10468558431080911,0.011824107661070577,0.0007862975819354729,0.38261100397643016,0.00015321942256688948,0.9068843535130525,0.8015879029408773,0.8025547395085477,-2.2567938562508116,-2.2619633948688174,0.8015879029408773,-2.2567938562508116,0.16666666666666666,0.6944444444444445,-1.791759469228055,-0.10714345849643281,-0.10811029506410319,-0.4650343870227567,-0.4702039256407624,0.45056120886630463,0.33525793805656506,0.11530327080973957,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30/fit.nc|posterior|Global Workspace Theory|ELIZA,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres90_abs10_sig30,20260506,Global Workspace Theory,ELIZA,hard_anchor,0.001,0,0.0010000000000000005,4.337350892693395e-19,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0010000000000000005,0.001,4.337350892693395e-19,0.001,0.001,0.0,,hard_fixed_pi,,,0.001,-6.906754778648554,-5.183561877649874,1.5431424785120036,-8.366274792185688,-7.608267624143906,-7.131256979347673,-5.278828650434981,-3.105791129755705,-2.477774472519948,-1.2919320716280558,-5.278828650434981,-7.131256979347673,-3.105791129755705,2.0182828184438022e-05,5.6257224804224125e-05,2.328132409993447e-07,4.968276150144688e-07,8.005135649710029e-07,5.103476838276265e-06,4.4831993355229905e-05,8.400680669995667e-05,0.0002749394380896062,2.0182828184437876e-05,5.625722480422366e-05,2.3281324099934366e-07,4.968276150144634e-07,8.005135649709936e-07,5.103476838276233e-06,4.483199335522949e-05,8.40068066999564e-05,0.000274939438089606,5.143948724685848e-08,0.0014503197025028038,5.1439487246857967e-08,0.0014503197025027858,strong_absent,strong_absent,2.0182828184438022e-05,5.103476838276265e-06,8.005135649710026e-07,4.4831993355229905e-05,3.4367221098715716e-07,0.00014173948990079847,4.073465535225458e-10,4.073465535225399e-10,-2.0183031860406928e-05,-2.0183031860406928e-05,4.073465535225458e-10,-2.0183031860406928e-05,0.16666666666666666,0.027777777777777776,-0.1823215567939546,0.027777777370431224,0.027777777370431224,0.18230137376209418,0.18230137376209418,0.45056120886630463,0.00023837268931442077,0.4503228361769902,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres95_abs05_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres95_abs05_sig30/fit.nc,posterior,full_exact_tree,full,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres95_abs05_sig30/fit.nc|posterior|Global Workspace Theory|Human,full_exact_fake_data_recovery,exact_latent_tree,full_exact_tree,three_state_binomial_2,current_gwt_rater_design,exact_tree_production_medians,exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres95_abs05_sig30,notebooks/asymmetric_prior_sweep_2026-05-10/runs/synthetic/exact_latent_tree__full_exact_tree__three_state_binomial_2__exact_tree_production_medians__current_gwt_rater_design__seed20260506__pres95_abs05_sig30,20260506,Global Workspace Theory,Human,hard_anchor,0.999,1,0.9990000000000002,2.220723657059018e-16,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.9990000000000002,0.999,2.220723657059018e-16,0.999,0.999,0.0,,hard_fixed_pi,,,0.999,6.906754778648553,7.521156367615078,2.358243345420214,1.1145144216186167,3.4366326797049678,4.428235639793131,7.685230105267422,10.371045612058763,11.167553687283661,12.333147420411226,7.685230105267422,4.42823563979313,10.371045612058763,0.9999802327257241,0.00022494945100140953,0.9996717027106342,0.9999677957174986,0.999988052649342,0.999999539975142,0.9999999686421209,0.9999999858606999,0.9999999955922523,0.9999802327257242,0.0002249494510014983,0.9996717027106337,0.9999677957174945,0.9999880526493423,0.999999539975142,0.999999968642122,0.9999999858606967,0.9999999955922482,0.9928944204555631,0.9999999997135376,0.9928944204555575,0.9999999997135334,strong_present,strong_present,0.9999802327257241,0.999999539975142,0.999988052649342,0.9999999686421209,0.9999184088005246,0.9999999918623999,3.907451322980115e-10,3.9074513229362226e-10,-1.9767469651024494e-05,-1.9767469650913468e-05,3.907451322980115e-10,-1.9767469651024494e-05,0.16666666666666666,0.6944444444444445,-1.791759469228055,0.6944444440536994,0.6944444440536994,1.791739701758404,1.791739701758404,0.45056120886630463,0.00023387597026402983,0.4503273328960406,4000,0,0,0,0,0,0,0,0,"(4000,)","(4000,)","(4000,)","(4000,)",
