prob_bin,n,mean_posterior_p,empirical_z_rate,mean_brier,mean_neg_log_score
"[0.0, 0.1)",30,0.020963334605122494,0.1,0.08890425984343883,0.2990229741122011
"[0.1, 0.2)",5,0.1608336613113923,0.6,0.4296441452300517,1.1555697846241944
"[0.2, 0.3)",4,0.24691174028436616,0.25,0.19134270807163714,0.5723178271634264
"[0.4, 0.5)",6,0.4678194145477234,0.8333333333333334,0.2775024367409504,0.7482962619991224
"[0.5, 0.6)",3,0.577358444002809,0.6666666666666666,0.2415859818760516,0.6763659615711949
"[0.6, 0.7)",15,0.6582335944757663,0.8666666666666667,0.16204027643773058,0.511778355421034
"[0.7, 0.8)",36,0.7540503524398415,0.9444444444444444,0.08830376904533976,0.3427152469150627
"[0.8, 0.9)",1,0.8367681598581477,1.0,0.026644633636095233,0.17820823627810445
