dgp,fit,leaf,nuisance_truth,design,estimand,node_key,indicator,top_feature,depth,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,delta_j,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,Representationality,3,0.013712555733615172,0.46407264298914175,0.4663806556921719,0.3791580037874254,0.5466956424157796,0.4526680999585567,0.4526680999585567,0.2049084087200899,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,q_gap_999_001,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,Representationality,3,0.013685130622147941,0.46314449770316346,0.4654478943807876,0.37839968777985056,0.5456022511309481,0.45176276375863966,0.45176276375863966,0.20408959471884447,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,delta_j,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,Representationality,3,0.015252512759450746,0.4734521628971135,0.47350688108982575,0.3896941160907497,0.5506162862793643,0.45825436833037503,0.45825436833037503,0.20999706609387103,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,q_gap_999_001,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,Representationality,3,0.015222007733931845,0.47250525857131925,0.4725598673276461,0.38891472785856823,0.5495150537068056,0.45733785959371426,0.45733785959371426,0.2091579178177599,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,delta_j,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,Representationality,3,0.020548420270120653,0.47201874156844953,0.4727873311682371,0.3888183097201414,0.5509230897118946,0.45223891089811646,0.45223891089811646,0.20452003253031453,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,q_gap_999_001,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,Representationality,3,0.02050732342958041,0.47107470408531266,0.47184175650590066,0.3880406731007011,0.5498212435324707,0.45133443307632026,0.45133443307632026,0.20370277048032343,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,delta_j,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,Logical Inference,Representationality,3,0.023558048584510317,0.4574679384161901,0.45693180344117346,0.3473190561659155,0.5679904775912018,0.43337375485666313,0.43337375485666313,0.18781281139856315,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,q_gap_999_001,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,Logical Inference,Representationality,3,0.023510932487341298,0.45655300253935777,0.4560179398342911,0.3466244180535837,0.5668544966360195,0.4325070073469498,0.4325070073469498,0.18706231140421448,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,delta_j,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,Model Isomorphism,Representationality,3,0.020548420270120653,0.47201874156844953,0.4727873311682371,0.3888183097201414,0.5509230897118946,0.45223891089811646,0.45223891089811646,0.20452003253031453,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,q_gap_999_001,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,Model Isomorphism,Representationality,3,0.02050732342958041,0.47107470408531266,0.47184175650590066,0.3880406731007011,0.5498212435324707,0.45133443307632026,0.45133443307632026,0.20370277048032343,False
