dgp,fit,leaf,nuisance_truth,design,estimand,node_key,node_name,node_type,top_feature,depth,kind,support,demandingness,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,beta_pres,weak support,strongly undemanding,0.9250177775636342,0.8977284761025893,0.9011833937398719,0.8362606866718396,0.9411672903415133,-0.02383438382376235,0.02383438382376235,0.0005680778522584244,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,beta_abs,weak support,strongly undemanding,0.869159106691928,0.11355741127426748,0.11044810585263018,0.06510880404052284,0.17824489746544786,-0.7587110008392978,0.7587110008392978,0.5756423827945689,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,beta_pres,strong support,weakly demanding,0.8581969292138683,0.8813757844064836,0.8846642460547502,0.8158829449332391,0.9321722313739537,0.026467316840881994,0.026467316840881994,0.0007005188607556356,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,beta_abs,strong support,weakly demanding,0.32993929915827946,0.11664125287782146,0.1136502726320884,0.06937542449303226,0.1773003723073378,-0.21628902652619106,0.21628902652619106,0.046780942995647376,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,indicator,Representationality,3,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.8858694474821935,0.8887409952894032,0.8244997305585228,0.9340493317690246,0.13765471143978292,0.13765471143978292,0.018948819581569902,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,indicator,Representationality,3,beta_abs,moderate support,weakly demanding,0.2863762716993723,0.11234125662904992,0.10901193793473968,0.0677169849934915,0.17416702689729816,-0.17736433376463262,0.17736433376463262,0.031458106891771996,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,indicator,Representationality,3,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.8920382070919544,0.8950274256023325,0.8340084282372257,0.9361436427326141,0.25657491691518963,0.25657491691518963,0.06583068799003647,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,indicator,Representationality,3,beta_abs,moderate support,strongly demanding,0.12155430769091663,0.10253206434858296,0.09867062653381997,0.05938925653383226,0.1618106397711199,-0.022883681157096658,0.022883681157096658,0.0005236628632996606,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,indicator,Representationality,3,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8911766275038608,0.8945799286177358,0.8294436440924203,0.9369753239134998,0.09664445466242055,0.09664445466242055,0.009340150616996662,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,indicator,Representationality,3,beta_abs,strong support,strongly demanding,0.10156225083779936,0.1040874950156595,0.10077380703861376,0.05976665838165632,0.1657935002963072,-0.0007884437991856064,0.0007884437991856064,6.216436244742327e-07,True
