dgp,fit,leaf,design,nuisance_truth,estimand,system,node_key,node_name,node_type,top_feature,depth,fanout,subtree_indicator_count,subtree_rating_count,z_true,prior_p_z1,posterior_p_z1,prior_entropy,posterior_entropy,entropy_reduction,relative_entropy_reduction,brier,log_score,neg_log_score
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity > Efficient Network Topology,Efficient Network Topology,feature,Complexity,3,0,0,0,1,0.6040537873890238,0.21158420440589695,0.6713337228413871,0.516048073298749,0.15528564954263813,0.23130917494416817,0.6215994667422824,-1.5531322301496469,1.5531322301496469
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Structural Complexity,Structural Complexity,feature,Complexity,2,4,4,16,1,0.4144186688619266,0.9235867459516083,0.6784264760010471,0.269920676805856,0.4085057991951911,0.6021371713013166,0.005838985394264053,-0.07949055202528443,0.07949055202528443
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention,Selective Attention,feature,Selective Attention,1,5,12,43,1,0.2808144094786431,0.6153188329846138,0.5937208519097927,0.6663093512401403,-0.07258849933034761,-0.12226031660645865,0.14797960025631948,-0.4856147178955308,0.4856147178955308
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Non-Linear Capabilities,Non-Linear Capabilities,feature,Selective Attention,2,2,2,7,0,0.5225102983298046,0.5469536644236805,0.6921334108754935,0.6887313837635681,0.0034020271119253875,0.00491527653262988,0.29915831102649215,-0.7917608726895231,0.7917608726895231
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Adaptive Focus,Adaptive Focus,feature,Selective Attention,2,3,3,11,1,0.39823855135052055,0.7976855052750863,0.6722909939019979,0.5035943023859936,0.1686966915160043,0.25092808478198325,0.04093115477579713,-0.22604086287689296,0.22604086287689296
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture,Attention-Constrained Architecture,feature,Selective Attention,2,2,2,8,0,0.41687353934015725,0.0733399467068472,0.6792627848687218,0.2621939044102674,0.4170688804584544,0.6140022532502786,0.005378747782963187,-0.07616849772503835,0.07616849772503835
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Performance Sensitivity,Performance Sensitivity,feature,Selective Attention,2,3,3,11,1,0.41687353934015725,0.9082420808483816,0.6792627848687218,0.3065862496782641,0.37267653519045774,0.5486485399939632,0.00841951572703493,-0.09624432705081484,0.09624432705081484
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Capability Attention Modulation,Capability Attention Modulation,feature,Selective Attention,2,2,2,6,1,0.47828165359492714,0.5966432042502782,0.6922035105437341,0.6743492770745374,0.01785423346919668,0.025793329847709046,0.16269670467748282,-0.5164359920741626,0.5164359920741626
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Integration,Integration,feature,Integration,1,2,2,8,1,0.2808144094786431,0.9695596913835043,0.5937208519097927,0.13626940893411885,0.45745144297567386,0.7704823596884163,0.0009266123886675033,-0.030913236949246973,0.030913236949246973
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,4,8,8,1,0.8692149653627996,0.1555998515909744,0.38787630492143965,0.4323008587762755,-0.044424553854835847,-0.11453278607424494,0.7130116106331844,-1.8604676210238122,1.8604676210238122
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,3,3,3,1,0.7891087367696827,0.2538301460222078,0.5151351363399789,0.5665040020638608,-0.051368865723881885,-0.0997192039526876,0.5567694509852397,-1.3710899521021744,1.3710899521021744
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,1,1,1,1,0.780356495107617,0.2266721118450869,0.5264563871124304,0.5352238431275931,-0.008767456015162711,-0.01665371762939658,0.5980360225981377,-1.4842507469226667,1.4842507469226667
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,2,2,2,1,0.7068602778494721,0.20877521340304256,0.6049390520167701,0.5123293921498248,0.09260965986694536,0.1530892402436238,0.6260366629254009,-1.5664971397757574,1.5664971397757574
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,2,2,2,1,0.6903091688142963,0.20773111993367188,0.6188530690146617,0.5109350176692615,0.10791805134540022,0.17438396405988163,0.6276899783215538,-1.571510728155262,1.571510728155262
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,1,1,1,1,0.6300686430954122,0.15869978011584732,0.6589191375662977,0.43750751510399544,0.22141162246230228,0.3360224492493584,0.7077860599771237,-1.8407410369841468,1.8407410369841468
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,4,13,13,0,0.10225862406091688,0.15157509459466922,0.3300175241959322,0.4254315473350585,-0.09541402313912628,-0.2891180502356558,0.022975009301382923,-0.1643737009877675,0.1643737009877675
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,5,5,5,0,0.48398142821642265,0.18932763378004316,0.6926339034521658,0.48524655673852624,0.20738734671363956,0.2994184166844816,0.03584495291275014,-0.20989129388994443,0.20989129388994443
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Coherence > Point of View,Point of View,feature,Coherence,2,2,2,2,0,0.37342719506928235,0.21336864645037562,0.6607545288758461,0.5183858083444602,0.14236872053138583,0.2154638588306014,0.04552617928806539,-0.23999556019371954,0.23999556019371954
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Coherence > Common Representational Scheme,Common Representational Scheme,feature,Coherence,2,3,3,3,0,0.3338968781291886,0.30395217988827455,0.6369040734211096,0.6141758783091963,0.022728195111913263,0.035685429031454455,0.09238692765883401,-0.36233691395086226,0.36233691395086226
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Coherence > Social Coherence,Social Coherence,feature,Coherence,2,3,3,3,0,0.4426689129547676,0.20812407002902172,0.6865589926438206,0.5114605738938856,0.17509841874993504,0.2550376888600077,0.04331562852544514,-0.2333505535162903,0.2333505535162903
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Modularity,Modularity,feature,Modularity,1,6,6,6,0,0.23362271782348798,0.125945826155922,0.5436167945174996,0.3786065732384204,0.16501022127907916,0.30354143386158267,0.01586235112609773,-0.1346129214442252,0.1346129214442252
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Complexity,Complexity,feature,Complexity,1,3,8,8,0,0.39742724838964005,0.12659444659232147,0.6719547063811855,0.37986123138329964,0.29209347499788585,0.4346922080075253,0.016026153908016132,-0.1353552795725092,0.1353552795725092
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Complexity > Functional Diversity,Functional Diversity,feature,Complexity,2,2,2,2,1,0.47106469312736154,0.1849036364807818,0.691471740683488,0.4787482173155214,0.21272352336796663,0.3076387809539392,0.6643820818222536,-1.6879204734986175,1.6879204734986175
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Complexity > Informational Complexity,Informational Complexity,feature,Complexity,2,4,2,2,1,0.4739690342243684,0.1949185603088712,0.6917913453275985,0.49327684193920995,0.1985145033883885,0.2869571941441126,0.6481561245351406,-1.6351734470957175,1.6351734470957175
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Complexity > Informational Complexity > Efficient Problem-Solving,Efficient Problem-Solving,feature,Complexity,3,0,0,0,1,0.5500183087370799,0.2677332695307072,0.6881351390093923,0.5809912415667869,0.10714389744260533,0.1557018256571591,0.536214564552188,-1.317764057019432,1.317764057019432
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Complexity > Informational Complexity > Efficient Network Topology,Efficient Network Topology,feature,Complexity,3,0,0,0,0,0.5906514685471863,0.2707022752186632,0.6766205573521129,0.5839560884800805,0.09266446887203239,0.1369518969903391,0.07327972180856088,-0.3156732287262322,0.3156732287262322
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Complexity > Structural Complexity,Structural Complexity,feature,Complexity,2,4,4,4,0,0.3783199447536186,0.1733788399663017,0.6632356648604192,0.4612035491607316,0.2020321156996876,0.3046158800012755,0.03006022214806046,-0.19040877835276737,0.19040877835276737
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Selective Attention,Selective Attention,feature,Selective Attention,1,5,12,12,0,0.21652202216927355,0.14865141079081617,0.5224706215991094,0.4203626737269105,0.1021079478721989,0.19543289833154698,0.02209724193009998,-0.16093361123885883,0.16093361123885883
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Selective Attention > Non-Linear Capabilities,Non-Linear Capabilities,feature,Selective Attention,2,2,2,2,0,0.49245891746033726,0.20565028961479442,0.6930334403958649,0.5081363141707949,0.18489712622507004,0.2667939459305971,0.04229204161864882,-0.2302314734096052,0.2302314734096052
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Selective Attention > Adaptive Focus,Adaptive Focus,feature,Selective Attention,2,3,3,3,0,0.3564859143208439,0.20451214738763043,0.6513694788137604,0.5065943191813487,0.14477515963241172,0.22226273158525722,0.04182521842909987,-0.2287997014498989,0.2287997014498989
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture,Attention-Constrained Architecture,feature,Selective Attention,2,2,2,2,0,0.38699622325245164,0.2675290571559346,0.6673854799424659,0.5807856661751152,0.08659981376735071,0.12975981103876627,0.07157179642274333,-0.31133160734999493,0.31133160734999493
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Selective Attention > Performance Sensitivity,Performance Sensitivity,feature,Selective Attention,2,3,3,3,1,0.38699622325245164,0.19597354602089778,0.6673854799424659,0.4947696517481721,0.17261582819429377,0.2586448662460782,0.6464585386982094,-1.6297755981419266,1.6297755981419266
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Selective Attention > Capability Attention Modulation,Capability Attention Modulation,feature,Selective Attention,2,2,2,2,0,0.44431870944426355,0.19961894424739038,0.6869334876284415,0.4998737141198186,0.1870597735086229,0.2723113327236748,0.03984772290244275,-0.22266734502766192,0.22266734502766192
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,per_system_obs_task2_medians,internal_z_probability,ELIZA,Global Workspace Theory > Integration,Integration,feature,Integration,1,2,2,2,1,0.21652202216927355,0.1597078682572196,0.5224706215991094,0.4391851406981545,0.08328548090095489,0.15940701248626313,0.7060908666688261,-1.8344089559878738,1.8344089559878738
