fit_variant,seed,system,system_raw,root_z_true,rho_collapsed,rho_collapsed_median,rho_sampled_pi,abs_rho_collapsed_minus_sampled_pi,log_B_draw_mean,log_B_draw_median,log_B_draw_q05,log_B_draw_q95,log_B_eff,evidence_category,correct_sign,classified_present_at_0p5,decisive_present_at_0p95,decisive_absent_at_0p05,brier,log_score,brier_improvement_vs_prior,log_score_improvement_vs_prior,run_dir,log_B_oracle,rho_oracle_collapsed,oracle_available,delta_eff_minus_oracle,oracle_correct_sign,posterior_correct_sign,oracle_evidence_category,oracle_classified_present_at_0p5,hmc_classified_present_at_0p5,posterior_decisive,oracle_decisive
targeted_strong_lower_override,20260511,Chicken,Chicken,1,0.985998572588115,0.9951266512399235,0.9858559702966052,0.00014260229150975245,7.037433738927982,6.9285266042999964,4.416816693612938,10.124706759272446,5.8639335369466075,strong_present,True,True,True,False,0.00019603996957028572,-0.014100372059946114,0.6942484044748742,1.7776590971681088,runs/targeted_strong_lower_override/seed_20260511,4.958350427505891,0.9660692066964256,True,0.9055831094407161,True,True,strong_present,True,True,True,True
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,0,0.0007882340561387496,0.00024732403012435716,0.0007486351698476614,3.959888629108822e-05,-6.804889235375575,-6.695125951185091,-9.786644645914306,-4.094714425025086,-5.5354890293429175,strong_absent,True,False,False,True,6.213129272569455e-07,-0.00078854487594557,0.02777715646485052,0.18153301191800902,runs/targeted_strong_lower_override/seed_20260511,-4.431528781979154,0.0023736103554229,True,-1.103960247363764,True,True,strong_absent,False,False,True,True
targeted_strong_lower_override,20260512,Chicken,Chicken,0,0.0035020373865153488,0.0017958409523059374,0.003021589175615847,0.00048044821089950193,-4.869218527902665,-4.711046870470071,-7.572899610960316,-2.7159856161292164,-4.041464273106477,strong_absent,True,False,False,True,1.2264265856551254e-05,-0.003508183873791504,0.027765513511921226,0.17881337292016308,runs/targeted_strong_lower_override/seed_20260512,-3.863662426202879,0.0041806449632113,True,-0.17780184690359846,True,True,strong_absent,False,False,True,True
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,1,0.03360888941356728,0.020021084135227685,0.027088543940789897,0.0065203454727773835,-2.373127105357678,-2.281312078872702,-4.427876031489804,-0.40874581937434046,-1.7493401183638055,strong_absent,False,False,False,True,0.9339117786204788,-3.392964681124381,-0.23946733417603427,-1.601205211896326,runs/targeted_strong_lower_override/seed_20260512,-1.5682554860248956,0.0400138428795167,True,-0.18108463233890992,False,False,strong_absent,False,False,False,False
